LFQ.intensity.1G_A_01	LFQ.intensity.1G_A_02	LFQ.intensity.1G_A_03	LFQ.intensity.1G_B_01	LFQ.intensity.1G_B_02	LFQ.intensity.1G_B_03	LFQ.intensity.1G_C_01	LFQ.intensity.1G_C_02	LFQ.intensity.1G_C_03	LFQ.intensity.DLN_A_01	LFQ.intensity.DLN_A_02	LFQ.intensity.DLN_A_03	LFQ.intensity.DLN_B_01	LFQ.intensity.DLN_B_02	LFQ.intensity.DLN_B_03	LFQ.intensity.DLN_C_01	LFQ.intensity.DLN_C_02	LFQ.intensity.DLN_C_03
A0A7I2V4K5;X6R5C5;X6R8A1;P10619;A0A7I2V4D1;A0A7I2YQT8;A0A7I2V3B2;Q5JZH0	25.2796792894553	25.1128301736078	25.5750784707328	24.9652118128346	25.7692343431807	25.285213410753	25.3527245299864	25.2844330048547	25.5813277159571	25.1605026708069	25.0438099688765	25.1398907306074	25.1595406303605	25.3892613487419	25.259363700519	24.9832016899599	25.0128655834624	25.2214030345017
A0A7I2V4L7;B1ANR0;Q13310;A0A7I2V5W9;H0Y5F5;A0A7I2V598	23.4845603641238	23.3721097044134	23.3277280583973	23.248799706063	23.1678927996779	23.1296540586501	23.0261086880504	23.3081867752861	23.1907544566592	23.5323140672863	23.2744077297932	23.3209977127781	23.2796593187012	23.3567592908176	23.3734503817171	23.3140974937657	23.2642765029648	23.8704189063302
A0A7I2V4X8;O75306;A0A7I2YQD8;A0A7I2V4G5;A0A7I2V596;A0A7I2YQG7;A0A7I2V630;A0A7I2V410;A0A7I2V4W5;A0A7I2V2B9;A0A7I2V3J6;A0A7I2V5E2;A0A7I2V5G4	24.0886122794698	24.469672120798	24.4579504318861	24.6525583552072	24.490999198236	24.6455942309946	24.5516857343529	23.8436435407924	24.5173123182902	23.8042988480207	24.2970511530845	24.2772488001105	24.4151908996477	24.2066501342715	23.9701803360886	24.3045902936949	24.1575375289459	24.6156018002826
A0A7I2V4Y9;Q13561;A8K8J9;A0A7I2V4H4;H0YI98;F8W1I6;F8VW18;A0A7I2V390	24.9307568250392	24.8609335115076	24.5428590046885	24.6830858496025	24.6593801371338	24.7195755734446	24.93021540833	24.5552598816777	24.6370489041658	24.7934247075643	24.9157021638652	24.8839953300378	24.8709832306249	24.7372221694647	24.7842666043792	24.7306558753982	24.7455036398055	24.7396446586254
A0A7I2V4Z0;A0A7I2YQN2;O60506;A0A7I2V346;A0A7I2V5Q6;B7Z645;A0A7I2V309;A0A7I2YQV8;A0A7I2V2F2	25.7691334324813	25.6087103126073	25.4998743466056	25.6499575968175	25.773340461521	25.6647873119266	25.8820369834743	25.62625379016	25.6748680972124	25.6585087471241	25.6789559689769	25.5773278607819	25.5346310775479	25.5000871671167	25.5432131126978	25.5453948602582	25.5479556751666	25.6552090377278
A0A7I2V5Y7;A0A7I2V535;Q15233;A0A7I2V4J2;A0A7P0MRW0;A0A7I2V4N2;A0A7I2V464;A0A7I2V4K9;H7C367	25.6950598191552	25.7239294068249	25.7179819691558	26.1008722766412	26.0692974965651	26.1092671508689	25.9999599274858	26.1651115559371	26.0113093354747	25.7029259783147	25.7251523716092	25.6933325337395	25.6149562426228	25.7001234470701	25.7820679830823	25.7207500559177	25.7830177988021	25.6985081982941
A0A7I2V539;P30419;A0A7I2V3X4;A0A7I2V3U5	24.0532471259124	23.80203193135	24.1987297873464	23.6195250633687	23.907198755605	23.4754355958402	23.7959033101066	23.6872039417074	23.6945551342048	24.0592843807306	24.0812344079454	23.9832016899599	24.1517437202934	24.217340662574	24.2258217057687	24.3206534845212	24.1109203729438	24.0932144389719
A0A7I2V5L3;P40429;A0A7I2V2L9;M0QYS1;Q8J015	25.8698778883328	25.9177519322055	26.1090678395511	26.4765330021134	26.3092302781314	26.5158997528542	26.5841984661649	26.2668874574782	26.4633087094221	26.1588283071899	25.9708605266105	26.0997693217249	25.878673620892	26.0119704129966	25.9914862083975	26.1872770053929	26.2071157811357	26.090814266321
A0A7I2V5S2;A0A7I2YQC0;P06748;A0A7I2V4G8;A0A7I2V433;A0A7I2V2X9;A0A7I2V3U2;A0A7I2V3G5;A0A7I2V579;A0A7I2V5J8;E5RI98	28.8060274407903	28.7530236884266	28.7757721665099	28.7353122378294	28.8414916464423	28.5872781648427	28.6502726749991	28.6497931808805	28.6578889230326	28.7540119340104	28.778876524708	28.7341172452827	28.7820054732774	28.9043760830109	28.7583077085601	28.9375018334515	28.9624563686246	28.8059352194651
A0A7I2V5T7;Q9H7Z7;X6RJ95;A0A7I2V5X6;A6NHH0	23.0090209555221	23.0668407488004	22.8417063806009	23.0915367551062	22.8437777030845	22.578307267632	22.8392283971775	22.9001938952396	22.5409453180875	23.3270427251267	22.5268812582149	22.9318828466799	22.9105329432891	22.9728816516528	22.7091881703963	23.1781045732986	23.225571675789	22.9219215486103
P11940;A0A7I2YQ88;H0YAR2;A0A7I2V649;E7ERJ7;A0A7I2YQ90;E7EQV3;A0A087WTT1;A0A7I2V4N4;A0A7I2YQE4	25.7319767046202	25.7472720726722	25.8228176170061	25.9964729715225	25.935710366582	26.0637546634472	25.982092033279	25.9156109954212	25.918025014743	26.1876545704729	26.1029755792123	26.1025952087673	26.1967053728	26.2892613178125	26.1560140814095	26.2288883991129	26.1527689868298	26.2677983907842
E7EX73;E9PGM1;E7EUU4;A0A7I2Y1C3;Q04637	24.0054744707992	24.0219986116458	23.9279573157718	23.8355708856079	23.6371041978454	23.8064638750914	23.5731145984117	23.6891252582636	23.6172845053148	23.6579638609746	23.510628004985	23.7578628148238	23.8754898958777	23.6888052164741	23.5453359374686	23.7452984638056	23.7441694739248	23.7550122415201
A0A7I2YQ74;E7EUC7;Q16851;A0A087WYS1	24.9394816509674	24.6416862013676	24.912416464876	25.0994081714451	25.0085551423222	24.9868510048254	25.1911047102136	25.1179898906627	25.1777866157298	25.0425998817129	24.9945105462582	25.2252333309478	25.2245711223237	24.9884988577068	25.0062024450416	24.9177519322055	24.852957291932	25.0456856831907
A0A7I2YQ95;H7C4F6;O00629;A0A7I2V340	25.425728133037	25.1197716557908	24.960712209928	24.6957236094334	24.5573650671459	24.7626350799292	24.4603274013604	24.4852976869887	24.6737365082378	25.1278215054096	24.9111823959543	25.0359471673387	24.8368231833216	24.8825034976387	24.9347210179911	24.9746943083676	24.9016859669297	24.8088220232008
J3QR09;J3KTE4;A0A7I2YQG2;P84098	23.139414579457	23.79124000926	23.746118992786	23.9999814257541	24.3084145833405	24.3776262495369	24.2360796111341	24.5309458789169	24.506941414474	23.9079322050569	23.7851650755267	23.7284649618937	23.8576628989058	23.2954404941817	23.7632431705772	23.6534880148757	23.7197322263619	23.8728627189586
A0A7I2YQK0;P49841;A0A7I2V3G9;A0A7I2V5G5;A0A7I2V3J4;A0A3B3ITW1	22.3215207824778	22.0721059874791	22.2471927613169	21.6662117396687	21.5985977707347	21.6740039857729	21.4975068827241	21.6514091243884	21.1238258708645	22.0631909764862	22.3588797371241	21.9533325436158	21.8560105555177	21.7612557914798	21.8229418697386	21.5932269718757	21.5592687827518	21.5582413219302
A0A7I2YQX2;Q8N183	22.1197162562506	22.5275972714515	22.3064039459212	22.6198608471572	22.5150395143999	22.2180357698102	22.1217093006887	22.1629395328929	22.3083538163659	22.5289567183633	22.4603626601368	22.3983783800194	22.3771366704636	22.4102629298412	22.3734166398116	22.2062476943221	22.3418687022423	22.2157865525025
G5E9W7;A0A7P0MKV3;P82650	24.3181726135266	24.2462650949805	24.4489702565988	24.1339079240213	23.7843664621429	24.1510468970653	24.3492860888847	24.3599789946815	24.2070971581464	24.3572964073692	24.4689267666465	24.4151264115695	24.0660359621289	24.0966765544687	24.4466375833564	24.1854066017332	24.3344271518845	24.0786309988304
A0A7P0S5H5;P60866;E5RJX2;G3XAN0	24.7437587130021	25.7185830430976	25.4476152434099	25.7676694336089	25.510628004985	25.6564370840106	25.7068298616719	25.536529438828	25.9075196856226	25.0939397556013	25.1275853851078	24.9254693249616	24.829099441172	24.6921621195261	25.3431642946445	25.2418359716198	25.1510081747935	25.3598784876249
O14879;A0A7P0T855;A0A7P0T7D6	23.8445057950511	23.0216936952375	24.2318387529605	23.2328196453731	23.4556255174774	23.2482791117552	23.5798038990978	23.3277280583973	23.4650073270951	23.7544006709128	23.7501124022412	23.8232793766357	23.7624323260759	23.8794217127112	23.6983757206271	23.4772898804546	23.2945994360307	23.5109901120877
A0A7P0T890;Q03001;F8W9J4;E9PHM6;F6QMI7	22.2847224538633	22.0398315365263	21.8389592125436	22.0419385420592	22.0179868369857	22.1041849745028	21.9244092833686	21.9591196862264	22.179684407179	21.9153192176791	22.0391773592966	21.9676000403699	21.8058147080488	22.3726646912694	22.2234078425813	22.0349800780817	22.0196337509965	21.9980580966404
A0A7P0TBI9;A0A7P0Z4A2;A0A7P0Z4A5;A0A7P0T8D4;A0A7P0T8S8;A0A7P0T8Z2;A0A7P0T8C7;Q9Y5X1;A0A7P0T8Z7	22.5653717401165	22.4922292049111	22.2667087756384	22.3843454979466	22.443649356858	22.4299813391705	22.4310980989061	22.5251135713802	22.3974646953191	22.5296694209751	22.2478012183397	22.6467810555368	22.4419229101378	22.610789664228	22.885038695603	22.7452574251038	22.3554962792365	22.5288943197899
O14776;A0A7P0T8N8;G3V220	23.9918754071879	23.8530173561571	23.6954050282151	23.8822034014874	23.6733591145891	24.0231837854346	23.8207164125504	23.8225416315343	23.9844191542017	23.7245370421125	23.8024079978223	23.6125679764999	23.8181541441164	23.8764270151317	23.7852818835524	23.8088548575825	23.6667657787083	23.7930277356857
A0A7P0TB91;A0A7P0T8W2;R4GNG9;A0A7P0T9U8;Q01628;A0A7P0TB46;A0A7P0TBF9;E9PS44;C9JQL5	24.6125679764999	24.3705267172217	24.5930331585567	24.7819679660944	24.2057556707713	24.7245200179519	25.0412634341501	24.8193375179721	24.1937761942632	25.2156014278355	25.8091655979821	25.3604144443669	25.7552415136765	25.7815678287903	25.6991439218146	24.4527449710517	24.2219192440447	24.7279067478053
P27824;A0A7P0TAE9;A0A7P0T937;A0A7P0TB65;A0A7P0T9L0;A0A7P0T840;A0A7P0T8G1;A0A7P0Z4D6;D6RGY2;A0A7P0Z484;A0A7P0TAR9	27.2928105577892	27.299813095701	27.2642765029648	27.1723599014861	27.3432490269759	27.417317390702	27.4031625028327	27.3570782278869	27.3158774575676	27.3870601899526	27.5099790023768	27.3217375255244	27.3616865442162	27.3537174552044	27.5430360695576	27.4370625763232	27.477459737357	27.5456157992884
A0A7P0T9R0;A0A7P0T9I6;P20591;F8W8T1;A0A7P0Z4E0;H9KVC7;H9KVC9	23.4788950015523	23.5090578231119	23.3995001153505	23.2481632733416	23.3666637209443	23.5220508282451	23.2830555616607	23.8684420311484	23.3349726458095	24.2046368109777	24.2581778203294	24.1791923255204	24.2129700907011	24.2976809217555	24.1725697327774	24.4287976981118	23.9907507685359	24.3395330783649
P43490;A0A7P0T9I9;A0A7P0T895;A0A7P0T931;A0A7P0T8L3;A0A7P0T862;A0A7P0T973;A0A7P0TAS5;A0A7P0T8D2;A0A0C4DFS8	25.2498130933058	25.3225113421267	25.2768229960716	25.3216859229905	25.1834769795658	25.2803675289363	25.2459025632432	24.9453434536242	25.0916013174969	25.7178512677632	25.6264487621234	25.6104573945923	25.8240810291033	25.6931729877022	25.6946879631517	25.6233818664956	25.4747860327607	25.503366711034
A0A7P0T9U7;Q15637	24.0975608790039	24.0658716647775	23.8767080322493	23.9207075766924	23.8471850729416	24.0410127123466	24.098364340286	24.05920184905	24.1832876619301	24.0809905378153	24.0867511026718	23.9358002737294	24.1517437202934	24.0734100441578	24.2437254576375	24.060769144197	24.1136251783344	23.662208525241
A0A7P0T9W1;P11182;A0A7P0Z494	22.4355278398545	22.1260339009622	22.3150931616439	22.2113964087651	21.9337670033813	22.2886701012667	21.946959088717	22.0587395843682	22.5702911836767	22.3638064486828	22.1163566538111	22.1357405942508	22.5487259733924	22.2101778535042	22.8075844760639	22.2562351840185	22.3928089800984	22.3726270393174
P07237;A0A7P0TA71;A0A7P0TA35;A0A7P0TB26;I3L4M2;A0A7P0T8X1;A0A7P0TA97;I3L3P5;A0A7P0T9K9;A0A7P0T8C0;H7BZ94;A0A7P0T8J3;A0A7P0T9U6;H0Y3Z3;I3L0S0;A0A7P0T9D6;I3L514	28.6685116212043	28.6983293505695	28.7958475883521	28.9508812949756	28.8620102423628	28.8839603828643	28.9845984259768	28.9345241916309	29.0493155514046	28.8047665721425	28.8328578621025	28.901616923593	28.8912228221423	28.8623945944299	28.872381333351	28.9663400255374	28.9388762161706	28.9280985501492
A0A7P0TA76;O95573;A0A7P0TB52;A0A7P0T8L6;A0A7P0TBB1;A0A7P0T905;H7BYZ7	23.6064811222322	23.5274302334784	23.7147108767955	23.5763477885871	23.6620998435549	23.4899586680496	23.550511952626	23.2006316469013	23.398587141014	23.3135440478815	23.2406719797935	23.2912302916581	23.5327896549091	23.3187932313393	23.0755986187689	23.3828456314224	23.2598305979336	23.1365856574843
A0A7P0TA85;P35613;A0A7P0TB04;I3L192;A0A087WUV8;A0A7P0T8A7	23.6331176262672	23.7484754174082	23.9858092850322	23.8074469052745	24.027661715718	23.9361598463005	23.5022743578612	24.003245443076	24.0405947458225	23.8236681122502	24.0494298115265	24.1142608668404	23.7884546907954	23.9398403072877	23.6122304908168	23.861454228966	24.0404275253018	24.1284903031445
A0A7P0TAG1;A0A7P0TAX2;A0A7P0TBE2;P10515;A0A7P0Z4G4;A0A7P0T997;A0A7P0TBK2;A0A7P0TA47;H0YDD4;E9PEJ4	24.9720226906738	24.8444100144674	24.757354196789	24.8852994191357	24.8443142275245	24.7048264843519	24.8604126060367	25.1371956732313	24.921615788898	24.7329859351901	24.6976866405908	24.706987904619	24.9903179816597	24.87928147504	24.9448968264642	24.9343610865875	24.8721581977389	24.8477585571313
A0A7P0TAL9;A0A7P0TBA9;P19525;A0A7P0Z4M0	23.5742701411574	23.5227692422566	23.5434491364269	23.6895518702401	23.4580130339143	23.3071641132504	23.1592942448352	23.0104003925698	23.1129255973095	23.8446973371439	23.8440268285314	23.9547351922637	23.548043898107	23.7974873838764	23.8746459677805	23.5918354988963	23.6587266439741	23.6348907959984
P08195;A0A7P0Z4P5;J3KPF3;A0A7P0TAN7;A0A7P0Z4A0;F5GZS6;F5H056;A0A7P0T9F7;A0A7P0TBF8;A0A7P0TAS6;A0A7P0T8U7;F5GZI0;A0A7P0T8F1	23.7074619296079	23.9015939084132	23.7772593290948	23.4578878271413	23.8719232808575	23.8207500387617	24.1393052766891	23.9232491314673	23.6686062964391	23.6710926771782	23.8339316236132	23.5900085797243	23.4377134723038	23.8197760345113	23.6806737188936	23.7253604326192	23.7519517926828	23.6895518702401
A0A7P0TAQ9;Q8IXB1;A0A7P0Z431;A0A7P0TB97	23.9366091860247	23.3733176163334	23.2807922882624	23.2004819850817	23.1914888053038	23.1719134315632	23.038955148355	23.4867712032025	23.0466850678922	22.8498784686801	22.8643289909484	22.8306281606845	23.2288333662741	23.3301925660419	23.5194135785785	23.5811840283876	23.5756555718409	23.5152079930882
P55072;A0A7P0TAW3;A0A7I2V540;C9JUP7;A0A7P0T8A3;A0A7P0T8Q5;A0A7P0TAQ1;A0A7P0Z4C6	26.2517643905903	26.2547044156329	26.2075068083886	26.1237035418571	26.1781286712212	26.1637880088093	26.0826155605608	26.0094310761649	26.0096019280936	26.3607995403292	26.3134229532877	26.212506329859	26.2787204043207	26.3155320052964	26.2682268663406	26.2713829496692	26.3037371379425	26.2872368035395
A0A7P0Z497;P23284;A0A7P0TB45	28.7371834797307	28.7210044011455	28.7479442772497	29.1142608668404	29.012013052759	29.2160919562785	29.4203727566967	29.3634422072764	29.5158170599039	28.8585464581398	29.0715547110877	28.9222965730431	28.9214171663271	28.9072159500945	28.8522489344238	28.6521206609293	28.7354090857495	28.876134230749
A0A7P0Z4F9;A0A7P0Z4K3;P55265;A0A3B3ISU1;A0A3B3IRQ9;A0A3B3ISX1	23.5275495482898	23.7946149682362	23.5745925252241	23.4272637319482	23.0431341142837	23.6316753194196	23.955090076969	23.5102658069729	23.733761786266	23.7403654655557	23.5725364797741	23.3154801803205	23.6263373527993	23.8912460033659	23.8945802169236	23.8538615791625	23.3711917068813	23.9149726549483
E7EX90;A0A804CDA6;A0A7P0Z4C3;Q14203	24.0790380913134	24.2836208256667	24.4817920424062	23.9530482967346	24.0500944182598	24.1720355567228	23.9175243239317	24.0012707359542	24.1232891245882	24.3371525612922	24.0858601251598	24.2788798856895	24.2178583274583	24.3601129931993	24.2367365594805	24.3010350529749	24.4162223170577	24.2644196913963
A0A804F6T5;A0A804F729	24.9890188415081	24.8147607670839	24.860001588054	24.3161019571944	24.9488669558542	24.6508067807876	24.3320381878664	24.6883233421403	24.9687311194516	24.9569074921903	25.0661591728648	24.7641548262416	24.9812864536842	24.8866023304984	25.1761892835763	24.8545750899706	24.4070426160682	24.7960023656898
Q9BTW9;A0A804HJY5;A0A804HKT8;J3KR97;A0A804HL62;A0A804HHW7;A0A804HLI2;A0A804HIU1;A0A804HJ32;A0A804HIN6;A0A804HLF8;A0A804HI57;A0A804HI02;A0A804HJ57;A0A804HJU6	22.5714258421679	23.2232457925002	22.9144800278136	22.804948697357	22.343157515843	22.5126064151109	22.6218962619291	22.5667647931317	22.4506071789242	23.0191332442774	23.1570903035808	22.5921321548694	22.8951536655726	22.6607950243153	22.7182903775036	22.7319404627005	22.564976528968	22.8538806106977
F2Z2B9;A0A804HI27;A0A804HL95;A0A804HJQ4;A0A804HJ08;Q9BSJ2;A0A804HJS9	21.557867518316	21.703834310203	21.1037360193774	21.3702874036467	21.1348950357287	21.3675704557541	21.6405062089506	21.7105340465743	21.4444022463728	21.4114199560615	21.4307877810588	21.0131808921821	21.4989082162459	21.3629240908977	21.4724129690235	21.8109998838158	21.5204795189425	21.6587066463853
A0A804HIB8;A0A804HKC5;Q99614;H0YB37	22.515127309206	22.1250880161188	22.800547059418	22.7274601685509	22.5134018395649	22.9323978805685	22.6405113102696	22.5842943571352	22.6587574099603	22.3726801723637	21.9101303187999	22.6439882664047	22.3391504313648	21.6910227139438	22.5641857817308	22.2080056797605	22.2751949393218	22.2702253582403
P42704;A0A804HKI2;A0A804HK30;A0A804HIG4;A0A804HIN4;A0A804HLG8;A0A804HL40;A0A804HKJ0;A0A804HKR3;A0A804HI14;A0A804HJZ1;A0A804HI40;A0A804HIQ7;A0A804HHY9;A0A804HJH8;B8ZZ38;C9JCA9;A0A804HK02;A0A804HJI0;A0A804HIV5	25.4346310270742	25.2947396464434	25.4283824099646	25.2729850938029	25.2651354204584	25.0934562517011	25.2117083123212	25.262126969355	25.2006017157794	25.0698915733807	25.0270710869828	25.0500944182598	25.1278215054096	25.0540756420099	24.9493123558272	24.9824184914989	25.010306478506	24.815433723834
A0A804HJ17;O14773;A0A2R8YD45;A0A2R8Y7U1;A0A2R8YGD1	25.6384858515365	25.6227118583373	25.7456062168642	25.8148228006655	25.67484116493	25.7501635280998	25.8170209144084	25.832531956167	25.6915233113355	25.9735342953011	26.01122401308	25.8551931806925	26.0548002034932	26.1522661169317	25.992199659328	26.0152074485749	26.1264632856273	26.0168869911754
Q9HCC0;A0A804HLJ9;A0A804HJ84;A0A804HJ24;A0A804HK37;A0A804HJ31;A0A804HL02;A0A804HJL2;A0A804HKE8;A0A804HJC1	22.6472002239778	22.8705541440618	22.5766524879832	22.3788039112319	22.8768953465888	22.6841030951413	22.461318403613	22.570175352006	22.5090648589045	22.2927473803671	21.8645368108269	22.0873211034036	22.2821223915751	22.2956299835492	21.8869929745668	22.3678636891635	22.4093235983001	21.9891574722085
H3BR08;H3BM92;H3BV34;H3BT06;H3BNY9;H3BRM0;A0A804HKA7;O15305	21.3340724701968	21.0655923163323	21.0045906427359	20.7703186876573	20.8055392155761	20.5857291103198	20.3562757148883	20.729819367134	20.5744087441109	21.1749693361626	21.1247279338555	21.0867705295647	21.085837966717	21.0071012004915	21.0661181037886	20.8202631188337	21.067563032021	20.8885173345389
A0A804HKE7;E7EVA0;P27816	24.3887688436878	24.4231010311285	24.2776744785127	24.1006918508009	23.9072904571808	23.9999814257541	23.705248479248	23.4317332488163	23.5452180846694	24.0590367715236	24.0505926724664	24.1166422072009	24.0088115682566	24.0578806996529	24.0258046391699	23.5934321576026	23.7416002973351	23.8387476750908
A0A804HKL7;A0A804HKH9;O00170;E9PMH2;A0A804HKK3;A0A804HIX8;A0A804HJ38;V9GYQ3;A0A804HKP8	23.7547064886227	23.9493123558272	24.4381578179364	24.6485594637291	24.5684251623796	24.5463372977495	24.4484031966344	24.1075721263331	24.7484754174082	24.4231010311285	24.3003369184145	24.4396802505176	24.7198888622712	24.6986406637973	24.8014893144339	24.590351303337	24.5858895332692	24.6482851610301
E7EV99;E7ENY0;A0A804HL01;P35611;H0Y9H2;A0A0A0MSR2	23.5462939704537	23.5840912193499	23.5006524346553	23.4849852536787	23.5144420237216	23.4893777805506	23.5753093388788	23.5163273226106	23.0703502791115	23.5001081623571	23.5278350407898	23.4593416866123	23.5213217698671	23.9631402096825	23.2892613178125	23.5557356720839	23.5930901651769	23.5556694639523
A0A8C8KBL6;P23229	23.0034513438208	22.6781393207366	22.5743856445433	22.6943213255508	23.2438126049701	23.3533977742195	23.1496367363322	23.3171376568542	23.201962953561	21.892339733637	22.0680552906069	22.7310703833858	22.589780052076	22.5385081927515	22.8373622998401	22.3666103658511	22.7444389995947	22.6382574633634
A1L0T0;M0R026;E9PJS0	23.2416323408317	23.4941162935233	22.8206916170467	23.25609118092	23.3225113421267	23.1876130431506	22.9196896997882	23.3908690279049	23.2642489757191	22.9573934072515	23.0377823868014	23.0095048505244	23.0069471678874	22.6097080991819	22.9367880723406	22.8441801151191	23.014738010088	22.8843307798383
A2A274;Q99798;A0A7I2V3U0;A0A7I2V586;A0A7I2V5T4;A0A7I2V3F1;A0A7I2V614;A0A7I2V5A1	24.7926306545462	24.8581373603962	24.8916168522956	24.7070932569661	24.7278029044999	24.7436560044953	24.6799761296393	24.849573087922	24.6983757206271	24.9367439606561	25.0130360291656	24.9193896526057	24.9954166127062	25.000969999952	24.9781469359445	24.9452094799936	24.8958285630557	24.8941638613911
A2A2D0;P16949	26.8461330928181	26.9366316493376	26.9690606147233	26.9204804342782	27.0758189255147	27.0387333250171	27.0733691809766	27.1972304938461	27.1485083902841	26.6757296648946	26.2596689966967	26.4564785016808	26.1067138841778	26.9048354303175	26.764205456891	26.9167274120719	27.0699939756975	26.7922831188739
P04156;A2A2V1;X6RKS3	22.684246448927	22.7220975828827	22.9795929734312	22.9188166619153	22.5551077214977	23.0381011506968	22.5810920608322	22.697465237612	22.9028538448733	22.4628392492917	22.4588875001321	22.2863310142007	22.4811391751097	22.4732335314886	22.6283099635707	22.6701418723298	22.6877131281918	22.538910720523
A2ACR1;P28065;A0A0G2JJA7;A2ACR0;A0A0G2JJQ0	25.0163982121475	25.1709666108907	25.1153726481786	25.2774971277754	25.2148236447255	24.9882387955086	25.4500092880019	25.3498934683987	25.5080907072447	25.3788171379259	25.3522867526986	25.1952039728925	25.4729285251018	25.436697310937	25.4802826087006	25.7605555008719	25.5941443815489	25.5902656300663
A6NC58;A6NL54;A6NHN7;A6NHB5;Q14202	20.8996224469035	20.7031878842371	20.1669280167151	20.6111347231256	20.5572889799665	20.5575313697267	20.7614448530109	20.7009939233404	20.8381743638135	20.9209982668084	20.7247146916664	20.657266106271	20.6046726669143	20.2656791371689	20.5731624697537	20.6978855947468	20.7236490164307	20.587552832024
H3BTL1;Q9GZQ8;A6NCE7	25.2831262317746	25.8811035023412	25.7803417174694	26.0681086085382	25.7329083271296	25.7867858992461	26.4470791892932	25.9165425562987	25.6813977816646	25.3759043400843	25.0495544486124	25.4912042244722	25.8380022391527	25.7481170792431	25.805922922843	25.7062958039518	25.48222301927	26.0498036904859
A6NDG6	23.243289641994	22.4822722655721	23.0515056918249	23.0407786660116	23.1045840376477	22.8843680472241	23.0585744539365	23.3165853762308	22.9743529674134	23.2155940223547	22.9642689410989	23.0305775630602	23.1245675149915	23.1599870969036	23.1809835695013	23.1974104913561	23.3420453612218	23.0510077528965
P51610;A6NEM2	22.8905782349716	23.0900025485454	23.0699734958156	23.1018141340476	23.2205471946839	22.8640266540384	22.6428872581848	22.9724434701557	23.1225942151974	22.7774800765577	22.7262131691871	22.6141418666718	23.1204441947951	22.9759626886826	23.0283532877047	22.8583460740297	22.9168321741879	22.9811993370488
A6NF51;O95861;F8VVW8;F8VZG4;F8W1J0	22.3421517302734	22.3349007781125	22.0987659031914	22.3272466948614	22.3417270136099	22.4656550799391	22.3707494959791	22.2796593187012	22.3213449303177	22.4157765070764	22.3854142089949	22.3532940744503	22.3951815386976	22.3927501227861	22.4297601622504	22.2451917366668	22.3932789158277	22.637192663325
A6NFX8;Q9UKK9;A6NJU6	24.7740949170828	24.6653025165817	24.8995671334375	24.7287372252758	25.1563806271377	24.8675939689857	24.5710322862279	24.3412310460313	24.5853165122341	24.9258314813012	24.9741253619017	25.3723547017374	25.0105625933728	24.8263378378661	25.0485986223344	24.9314783980662	24.7216107357952	25.0712017744387
A6NGJ0;F2Z328;P51808	23.0176984801574	23.10360797331	23.0093584579678	23.0689624286285	23.0295553625968	23.14049565865	22.8720736320682	22.9690476900613	23.0827335747533	22.9447449417273	23.2615532190826	22.9533147798264	22.8104508235533	23.4834536727959	23.1537124737616	22.9031764970756	23.052752025199	23.0772601432112
H3BMT0;H3BTV5;H3BU16;A6NGP5;H3BMV3;Q9H910	22.1883463670877	22.2070194017401	22.1733393114551	22.2676790212048	22.235830638859	22.2416176912011	22.2291708679762	22.1921862890299	22.483699677578	22.0161916708753	22.112023926887	22.1219143376129	21.9486007477661	21.9847847123233	22.0388141925436	21.4222413790374	21.8349925352129	21.9653597098689
A6NHR9;J3KTL8	23.1590016073612	22.2759710107864	22.0996007961782	22.5723051674374	22.6528318467136	22.4526444400661	22.756845399379	22.9313160755982	22.620330813203	22.3462834201878	22.1265066109264	22.4334909766479	22.829524393687	22.6301648996918	22.5315101283858	22.6135314696596	22.6400957842229	22.5032211117228
A6NJA2;P54578	24.3238136738387	24.2655745556541	24.3367508111818	24.1773684377416	24.2391428139288	24.044935690084	24.046934805934	24.4560711067733	24.0177578824287	24.4449961482475	23.9832886857715	24.1432038226513	24.5334433320061	24.1717302244378	24.342520166242	24.3448241419026	24.3462453497511	24.3086228896878
A6NMH6;Q92599	24.8174845328071	24.7851650755267	25.0179277511491	25.0211090919283	24.9547795576262	25.1956920992692	24.8632043551298	24.8103429478717	25.0136324305965	24.6466382487042	24.6660614303503	24.7915381175452	25.008341419222	24.8354263197436	24.7537888409457	24.7633444941044	24.7842166729053	25.0393819576886
E9PJK1;E9PRJ8;H0YDL9;H0YDJ9;E9PIF1;A6NMH8;P60033	26.2284297279657	26.5168766743333	26.7810675010444	25.8317591441811	25.4916109244328	26.2681733138549	26.3225629151458	26.2378854997502	26.5232629444505	25.9042152768949	26.0221256411316	25.8347997002142	26.2520893503696	26.2278240586798	26.2251413757023	26.2908613136954	26.3222706436578	26.3710753558154
A6NNK5;Q12888	23.7628378052919	23.550511952626	23.5808391198214	23.0020781167932	23.1289150254197	22.8296027429035	22.5473379634783	22.962010594481	22.603722319608	23.2782418544087	23.5629057134517	23.4672483105225	23.3767655517059	23.2844683066236	23.2195726900188	23.1219779928316	23.0678091823093	23.1338138781483
C9JH92;A6NP24;Q08257	24.6481754253458	24.2851741606623	24.2751541370984	24.2120795381784	24.3793461062772	24.206575616824	24.3380372119428	24.1195737905208	24.3555500469407	23.9892787631448	23.9026982230994	23.7424229317357	24.3057038602828	24.2676376796368	24.0057314448312	23.9468163430231	24.1119714750917	24.129355346121
