logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	count	sca.t	sca.P.Value	sca.adj.pval	Gene.name	significant
-0.683976925851084	25.5198647169046	-11.0203506669354	3.76266226375419e-10	2.93487656572827e-08	13.4525671706029	P49588;A0A6Q8PGN5;A0A6Q8PF33;H3BPK7;A0A6Q8PFY2;A0A6Q8PGE8;A0A6Q8PGR9;A0A6Q8PGB5;A0A6Q8PFK3;A0A6Q8PHJ2;A0A6Q8PH44;A0A6Q8PHP7	16	-12.7256541377635	3.4561595535243e-12	6.12682829942944e-10	AARS	FALSE
-0.679018305185341	26.311826516202	-11.6345621287019	1.41354359409369e-10	1.61649008566367e-08	14.4278404274424	F8W787;A0A1B0GW44;A0A1B0GVD5;A0A1B0GWE8;P07339;A0A1B0GV23;C9JH19;A0A1B0GVP3;A0A1B0GU92;A0A1B0GU03;H7C469	9	-12.6599631081771	3.8546181624568e-12	6.26375451399229e-10	CTSD	FALSE
1.1313658309287	24.1371612810212	12.6445315908926	3.06483633306712e-11	6.64047872164542e-09	15.9437509815674	Q9UDW1	1	12.3495413424661	6.49274652136994e-12	9.73911978205492e-10	UQCR10	TRUE
-0.540097319211043	26.454046330948	-10.7819677049018	5.56105971513466e-10	4.170794786351e-08	13.0625563275057	P11413;E7EUI8;E7EM57;E9PD92	11	-12.2311691602856	7.94127477621902e-12	1.10610612954479e-09	G6PD	FALSE
1.0655938427357	31.3009417280448	11.3978038704156	2.05212545345815e-10	2.0008223171217e-08	14.0568680362952	P62805	7	12.1207996498954	9.59402880104819e-12	1.24722374413626e-09	HIST1H4A	TRUE
-0.344772453849032	28.6016763515392	-8.1605165788024	6.32877830453474e-08	1.78856778171634e-06	8.30843631820892	P14625;A0A7P0TAT8;A0A7P0T823;H0YIV0;A0A7P0TAE1;A0A087WT78;A0A7P0T917;A0A7P0TAY2;A0A7P0TBC2	32	-11.941699279812	1.30741474934206e-11	1.59341172576064e-09	HSP90B1	FALSE
-0.74751174773446	25.9294269702355	-11.1226541806461	3.1878140108971e-10	2.59009888385389e-08	13.6179418434517	Q08380	7	-11.7077648908244	1.96874741493425e-11	2.25111028352239e-09	LGALS3BP	FALSE
-0.547528355658844	28.8269033349008	-10.6930250008065	6.44385034249347e-10	4.65389191402307e-08	12.9153478878556	P09211;A8MX94	9	-11.6771614391968	2.07794795402067e-11	2.25111028352239e-09	GSTP1	FALSE
-0.901580710521632	23.7855177977847	-11.7665800357482	1.15106265089988e-10	1.58394373038505e-08	14.6320529314921	Q04828;H0Y804;A6NHU4	4	-11.6445402940028	2.2012699817544e-11	2.25919813916899e-09	AKR1C1	FALSE
0.692556966862607	31.388006760486	9.81453246506529	2.89692508080572e-09	1.5691677521031e-07	11.4102843299765	P08670;B0YJC4;B0YJC5	32	11.5494355275328	2.6058980429192e-11	2.46781840504082e-09	VIM	FALSE
0.683749711169312	26.4586436104557	11.7574092815254	1.16753989258001e-10	1.58394373038505e-08	14.6179276296854	Q99623;F5GY37;F5H3X6;J3KPX7;A0A7I2V5F0;F5GWA7	5	11.5383880347578	2.65765059004396e-11	2.46781840504082e-09	PHB2	FALSE
0.841225889521112	24.0407032544299	11.3198615386229	2.32297402640084e-10	2.05899970521892e-08	13.9333914050604	Q9H9B4;D6RFI0	5	11.4874900066452	2.91018295317495e-11	2.57948034485962e-09	SFXN1	FALSE
0.810888550614358	24.9554545109691	11.5632155500654	1.5806522474532e-10	1.62224835922828e-08	14.3166935902819	P08473;A0A7I2U302;A0A6Q8PFY6	4	11.2771391017485	4.24774591094e-11	3.60134979405782e-09	MME	FALSE
0.654986289539128	24.6643281646681	12.1724695429993	6.18683554041427e-11	1.20643293038078e-08	15.2483233024823	A0A0C4DGA2;O75521	4	11.1972988223187	4.90970849174966e-11	3.9891381495466e-09	ECI2	FALSE
1.08061537048419	24.5218321936424	11.6913656638754	1.29369585216793e-10	1.58394373038505e-08	14.5159372136862	E9PNM1;P37268;A0A1W2PQ47;E9PJG4	2	11.0834957467944	6.04291500503667e-11	4.7134737039286e-09	FDFT1	TRUE
-0.828997968681442	23.7303609852003	-11.7862531929229	1.11652715713687e-10	1.58394373038505e-08	14.6623242707694	P20908	3	-10.9995590272764	7.04978985585962e-11	5.28734239189472e-09	COL5A1	FALSE
0.509090004567742	26.1431737116427	10.2112553779693	1.45339868152495e-09	8.85664821554267e-08	12.1016270832854	P31930	8	10.8917659722154	8.60283223658941e-11	6.21315661531458e-09	UQCRC1	FALSE
-0.792371869504208	23.8071373710901	-11.6884184178989	1.29964613775183e-10	1.58394373038505e-08	14.5113748846787	P19971;C9JGI3;A0A494C1N7;A0A494C0L6	1	-10.7391171144052	1.14309826650703e-10	7.89792709159399e-09	TYMP	FALSE
-0.785945360656665	23.8386172360132	-10.5671466096477	7.9497188663359e-10	5.34550061701897e-08	12.7054155109172	A0A7P0T9R0;A0A7P0T9I6;P20591;F8W8T1;A0A7P0Z4E0;H9KVC7;H9KVC9	5	-10.7246096300633	1.17456351618577e-10	7.89792709159399e-09	MX1	FALSE
0.839655715751078	23.5379428239474	11.2207171118528	2.72223192707239e-10	2.30797924251789e-08	13.7753478901232	P24539;Q5QNZ2	3	10.6257209443131	1.41431741033668e-10	9.1930631671884e-09	ATP5F1	FALSE
-0.440270402854054	28.4617329319979	-9.40177797972619	6.05655818914189e-09	2.68415647018788e-07	10.6699407876967	P60174	10	-10.5397119442493	1.66386025486384e-10	1.0466217732208e-08	TPI1	FALSE
-0.67747429044546	26.0818698359732	-9.99177482959547	2.1238273081736e-09	1.21807742674662e-07	11.7215702706179	D9J307;Q2L6G2;D5H3J5;A0A140TA13;A0A140T9G0;A0A140T953;A0A140T9H3;A0A140T9A9	7	-10.5212623944575	1.72307479297903e-10	1.0499987019716e-08	HLA-B	FALSE
0.631379322441916	26.5782576730599	10.2700731742303	1.31416055708532e-09	8.26649382682704e-08	12.2024716956882	Q15417	6	10.4970931400744	1.80395751516033e-10	1.06597489532201e-08	CNN3	FALSE
-0.867831671338109	25.9173621981219	-11.5999680888565	1.49214469445877e-10	1.61649008566367e-08	14.3740173629419	P02452	2	-10.4035504026161	2.15583909353639e-10	1.23643712717528e-08	COL1A1	FALSE
-1.08011346143681	24.5255243971441	-10.2815385792949	1.28867347000812e-09	8.26649382682704e-08	12.2220803019238	Q9Y4K0	1	-10.2922611974401	2.66858830975133e-10	1.48678491543288e-08	LOXL2	TRUE
0.861503407996945	27.6886521293079	11.3435076112453	2.23708021757969e-10	2.05899970521892e-08	13.9709229188369	O75531	2	10.2197407064947	3.06912943070749e-10	1.66244510829989e-08	BANF1	FALSE
-0.552565023359058	25.4281664238117	-9.76631405148349	3.15423430366322e-09	1.61862023477455e-07	11.3249165704137	P13674	7	-10.1926451056364	3.23428288460169e-10	1.70455449323603e-08	P4HA1	FALSE
0.869496747230119	22.7809837503442	9.66922695708374	3.74689920951335e-09	1.82661336463776e-07	11.1521364948989	P13796	5	9.98729633216108	4.82565455699056e-10	2.4034217080222e-08	LCP1	FALSE
