original_feature	cleaned_feature	is_ensembl	gene_symbol	diablo_label
ENSG00000223972	ENSG00000223972	TRUE	NA	ENSG00000223972
ENSG00000227232	ENSG00000227232	TRUE	NA	ENSG00000227232
ENSG00000237683	ENSG00000237683	TRUE	NA	ENSG00000237683
ENSG00000241860	ENSG00000241860	TRUE	NA	ENSG00000241860
ENSG00000228463	ENSG00000228463	TRUE	RPL23AP21	RPL23AP21
ENSG00000237094	ENSG00000237094	TRUE	NA	ENSG00000237094
ENSG00000225630	ENSG00000225630	TRUE	MTND2P28	MTND2P28
ENSG00000237973	ENSG00000237973	TRUE	MTCO1P12	MTCO1P12
ENSG00000248527	ENSG00000248527	TRUE	MTATP6P1	MTATP6P1
ENSG00000229376	ENSG00000229376	TRUE	NA	ENSG00000229376
ENSG00000224956	ENSG00000224956	TRUE	NA	ENSG00000224956
ENSG00000235373	ENSG00000235373	TRUE	NA	ENSG00000235373
ENSG00000240618	ENSG00000240618	TRUE	NA	ENSG00000240618
ENSG00000228327	ENSG00000228327	TRUE	NA	ENSG00000228327
ENSG00000237491	ENSG00000237491	TRUE	LINC01409	LINC01409
ENSG00000230092	ENSG00000230092	TRUE	NA	ENSG00000230092
ENSG00000177757	ENSG00000177757	TRUE	FAM87B	FAM87B
ENSG00000225880	ENSG00000225880	TRUE	NA	ENSG00000225880
ENSG00000228794	ENSG00000228794	TRUE	LINC01128	LINC01128
ENSG00000230699	ENSG00000230699	TRUE	NA	ENSG00000230699
ENSG00000223764	ENSG00000223764	TRUE	LINC02593	LINC02593
ENSG00000187634	ENSG00000187634	TRUE	SAMD11	SAMD11
ENSG00000188976	ENSG00000188976	TRUE	NOC2L	NOC2L
ENSG00000187961	ENSG00000187961	TRUE	KLHL17	KLHL17
ENSG00000187583	ENSG00000187583	TRUE	PLEKHN1	PLEKHN1
ENSG00000187642	ENSG00000187642	TRUE	PERM1	PERM1
ENSG00000272512	ENSG00000272512	TRUE	NA	ENSG00000272512
ENSG00000188290	ENSG00000188290	TRUE	HES4	HES4
ENSG00000224969	ENSG00000224969	TRUE	NA	ENSG00000224969
ENSG00000187608	ENSG00000187608	TRUE	ISG15	ISG15
ENSG00000188157	ENSG00000188157	TRUE	AGRN	AGRN
ENSG00000217801	ENSG00000217801	TRUE	NA	ENSG00000217801
ENSG00000273443	ENSG00000273443	TRUE	NA	ENSG00000273443
ENSG00000237330	ENSG00000237330	TRUE	RNF223	RNF223
ENSG00000131591	ENSG00000131591	TRUE	C1orf159	C1orf159
ENSG00000186891	ENSG00000186891	TRUE	TNFRSF18	TNFRSF18
ENSG00000186827	ENSG00000186827	TRUE	TNFRSF4	TNFRSF4
ENSG00000078808	ENSG00000078808	TRUE	SDF4	SDF4
ENSG00000176022	ENSG00000176022	TRUE	B3GALT6	B3GALT6
ENSG00000184163	ENSG00000184163	TRUE	C1QTNF12	C1QTNF12
ENSG00000260179	ENSG00000260179	TRUE	NA	ENSG00000260179
ENSG00000160087	ENSG00000160087	TRUE	UBE2J2	UBE2J2
ENSG00000230415	ENSG00000230415	TRUE	NA	ENSG00000230415
ENSG00000162572	ENSG00000162572	TRUE	SCNN1D	SCNN1D
ENSG00000131584	ENSG00000131584	TRUE	ACAP3	ACAP3
ENSG00000169972	ENSG00000169972	TRUE	PUSL1	PUSL1
ENSG00000127054	ENSG00000127054	TRUE	INTS11	INTS11
ENSG00000240731	ENSG00000240731	TRUE	NA	ENSG00000240731
ENSG00000224051	ENSG00000224051	TRUE	CPTP	CPTP
ENSG00000169962	ENSG00000169962	TRUE	TAS1R3	TAS1R3
ENSG00000107404	ENSG00000107404	TRUE	DVL1	DVL1
ENSG00000162576	ENSG00000162576	TRUE	MXRA8	MXRA8
ENSG00000175756	ENSG00000175756	TRUE	AURKAIP1	AURKAIP1
ENSG00000221978	ENSG00000221978	TRUE	CCNL2	CCNL2
ENSG00000224870	ENSG00000224870	TRUE	MRPL20-AS1	MRPL20-AS1
ENSG00000242485	ENSG00000242485	TRUE	MRPL20	MRPL20
ENSG00000272455	ENSG00000272455	TRUE	NA	ENSG00000272455
ENSG00000179403	ENSG00000179403	TRUE	VWA1	VWA1
ENSG00000160072	ENSG00000160072	TRUE	ATAD3B	ATAD3B
ENSG00000197785	ENSG00000197785	TRUE	ATAD3A	ATAD3A
ENSG00000205090	ENSG00000205090	TRUE	TMEM240	TMEM240
ENSG00000160075	ENSG00000160075	TRUE	SSU72	SSU72
ENSG00000215014	ENSG00000215014	TRUE	SSU72-AS1	SSU72-AS1
ENSG00000228594	ENSG00000228594	TRUE	FNDC10	FNDC10
ENSG00000272106	ENSG00000272106	TRUE	NA	ENSG00000272106
ENSG00000197530	ENSG00000197530	TRUE	MIB2	MIB2
ENSG00000248333	ENSG00000248333	TRUE	CDK11B	CDK11B
ENSG00000272004	ENSG00000272004	TRUE	NA	ENSG00000272004
ENSG00000189339	ENSG00000189339	TRUE	SLC35E2B	SLC35E2B
ENSG00000269737	ENSG00000269737	TRUE	NA	ENSG00000269737
ENSG00000269227	ENSG00000269227	TRUE	NA	ENSG00000269227
ENSG00000008128	ENSG00000008128	TRUE	CDK11A	CDK11A
ENSG00000268575	ENSG00000268575	TRUE	NA	ENSG00000268575
ENSG00000227775	ENSG00000227775	TRUE	NA	ENSG00000227775
ENSG00000215790	ENSG00000215790	TRUE	NA	ENSG00000215790
ENSG00000008130	ENSG00000008130	TRUE	NADK	NADK
ENSG00000078369	ENSG00000078369	TRUE	GNB1	GNB1
ENSG00000231050	ENSG00000231050	TRUE	GNB1-DT	GNB1-DT
ENSG00000178821	ENSG00000178821	TRUE	TMEM52	TMEM52
ENSG00000067606	ENSG00000067606	TRUE	PRKCZ	PRKCZ
ENSG00000271806	ENSG00000271806	TRUE	NA	ENSG00000271806
ENSG00000182873	ENSG00000182873	TRUE	PRKCZ-AS1	PRKCZ-AS1
ENSG00000162585	ENSG00000162585	TRUE	FAAP20	FAAP20
ENSG00000203301	ENSG00000203301	TRUE	NA	ENSG00000203301
ENSG00000157933	ENSG00000157933	TRUE	SKI	SKI
ENSG00000116151	ENSG00000116151	TRUE	MORN1	MORN1
ENSG00000269896	ENSG00000269896	TRUE	NA	ENSG00000269896
ENSG00000272420	ENSG00000272420	TRUE	NA	ENSG00000272420
ENSG00000271921	ENSG00000271921	TRUE	NA	ENSG00000271921
ENSG00000271847	ENSG00000271847	TRUE	NA	ENSG00000271847
ENSG00000157916	ENSG00000157916	TRUE	RER1	RER1
ENSG00000157911	ENSG00000157911	TRUE	PEX10	PEX10
ENSG00000149527	ENSG00000149527	TRUE	PLCH2	PLCH2
ENSG00000157881	ENSG00000157881	TRUE	PANK4	PANK4
ENSG00000272449	ENSG00000272449	TRUE	NA	ENSG00000272449
ENSG00000157873	ENSG00000157873	TRUE	TNFRSF14	TNFRSF14
ENSG00000228037	ENSG00000228037	TRUE	NA	ENSG00000228037
ENSG00000157870	ENSG00000157870	TRUE	PRXL2B	PRXL2B
ENSG00000142606	ENSG00000142606	TRUE	MMEL1	MMEL1
ENSG00000215912	ENSG00000215912	TRUE	TTC34	TTC34
ENSG00000142611	ENSG00000142611	TRUE	PRDM16	PRDM16
ENSG00000272235	ENSG00000272235	TRUE	NA	ENSG00000272235
ENSG00000130762	ENSG00000130762	TRUE	ARHGEF16	ARHGEF16
ENSG00000162591	ENSG00000162591	TRUE	MEGF6	MEGF6
ENSG00000238260	ENSG00000238260	TRUE	NA	ENSG00000238260
ENSG00000158109	ENSG00000158109	TRUE	TPRG1L	TPRG1L
ENSG00000116213	ENSG00000116213	TRUE	WRAP73	WRAP73
ENSG00000078900	ENSG00000078900	TRUE	TP73	TP73
ENSG00000227372	ENSG00000227372	TRUE	NA	ENSG00000227372
ENSG00000235169	ENSG00000235169	TRUE	SMIM1	SMIM1
ENSG00000130764	ENSG00000130764	TRUE	LRRC47	LRRC47
ENSG00000266075	ENSG00000266075	TRUE	RN7SL574P	RN7SL574P
ENSG00000272153	ENSG00000272153	TRUE	NA	ENSG00000272153
ENSG00000116198	ENSG00000116198	TRUE	CEP104	CEP104
ENSG00000169598	ENSG00000169598	TRUE	DFFB	DFFB
ENSG00000198912	ENSG00000198912	TRUE	C1orf174	C1orf174
ENSG00000236423	ENSG00000236423	TRUE	LINC01134	LINC01134
ENSG00000196581	ENSG00000196581	TRUE	AJAP1	AJAP1
ENSG00000131697	ENSG00000131697	TRUE	NPHP4	NPHP4
ENSG00000069424	ENSG00000069424	TRUE	KCNAB2	KCNAB2
ENSG00000116254	ENSG00000116254	TRUE	CHD5	CHD5
ENSG00000116251	ENSG00000116251	TRUE	RPL22	RPL22
ENSG00000226944	ENSG00000226944	TRUE	NA	ENSG00000226944
ENSG00000158286	ENSG00000158286	TRUE	RNF207	RNF207
ENSG00000116237	ENSG00000116237	TRUE	ICMT	ICMT
ENSG00000225077	ENSG00000225077	TRUE	ICMT-DT	ICMT-DT
ENSG00000158292	ENSG00000158292	TRUE	GPR153	GPR153
ENSG00000097021	ENSG00000097021	TRUE	ACOT7	ACOT7
ENSG00000069812	ENSG00000069812	TRUE	HES2	HES2
ENSG00000187017	ENSG00000187017	TRUE	ESPN	ESPN
ENSG00000215788	ENSG00000215788	TRUE	TNFRSF25	TNFRSF25
ENSG00000171680	ENSG00000171680	TRUE	PLEKHG5	PLEKHG5
ENSG00000162408	ENSG00000162408	TRUE	NOL9	NOL9
ENSG00000253022	ENSG00000253022	TRUE	RNU6-731P	RNU6-731P
ENSG00000229519	ENSG00000229519	TRUE	NA	ENSG00000229519
ENSG00000173662	ENSG00000173662	TRUE	TAS1R1	TAS1R1
ENSG00000204859	ENSG00000204859	TRUE	ZBTB48	ZBTB48
ENSG00000162413	ENSG00000162413	TRUE	KLHL21	KLHL21
ENSG00000116273	ENSG00000116273	TRUE	PHF13	PHF13
ENSG00000041988	ENSG00000041988	TRUE	THAP3	THAP3
ENSG00000007923	ENSG00000007923	TRUE	DNAJC11	DNAJC11
ENSG00000237436	ENSG00000237436	TRUE	NA	ENSG00000237436
ENSG00000171735	ENSG00000171735	TRUE	CAMTA1	CAMTA1
ENSG00000227950	ENSG00000227950	TRUE	RPL37P9	RPL37P9
ENSG00000049245	ENSG00000049245	TRUE	VAMP3	VAMP3
ENSG00000269925	ENSG00000269925	TRUE	NA	ENSG00000269925
ENSG00000049246	ENSG00000049246	TRUE	PER3	PER3
ENSG00000236266	ENSG00000236266	TRUE	NA	ENSG00000236266
ENSG00000049249	ENSG00000049249	TRUE	TNFRSF9	TNFRSF9
ENSG00000116288	ENSG00000116288	TRUE	PARK7	PARK7
ENSG00000116285	ENSG00000116285	TRUE	ERRFI1	ERRFI1
ENSG00000238290	ENSG00000238290	TRUE	NA	ENSG00000238290
ENSG00000162426	ENSG00000162426	TRUE	SLC45A1	SLC45A1
ENSG00000142599	ENSG00000142599	TRUE	RERE	RERE
ENSG00000232912	ENSG00000232912	TRUE	NA	ENSG00000232912
ENSG00000234619	ENSG00000234619	TRUE	RPL7P11	RPL7P11
ENSG00000224315	ENSG00000224315	TRUE	RPL7P7	RPL7P7
ENSG00000226545	ENSG00000226545	TRUE	RPL27P3	RPL27P3
ENSG00000228423	ENSG00000228423	TRUE	NA	ENSG00000228423
ENSG00000074800	ENSG00000074800	TRUE	ENO1	ENO1
ENSG00000236269	ENSG00000236269	TRUE	NA	ENSG00000236269
ENSG00000230679	ENSG00000230679	TRUE	ENO1-AS1	ENO1-AS1
ENSG00000142583	ENSG00000142583	TRUE	SLC2A5	SLC2A5
ENSG00000180758	ENSG00000180758	TRUE	GPR157	GPR157
ENSG00000207865	ENSG00000207865	TRUE	NA	ENSG00000207865
ENSG00000228526	ENSG00000228526	TRUE	MIR34AHG	MIR34AHG
ENSG00000234546	ENSG00000234546	TRUE	LNCTAM34A	LNCTAM34A
ENSG00000049239	ENSG00000049239	TRUE	H6PD	H6PD
ENSG00000171621	ENSG00000171621	TRUE	SPSB1	SPSB1
ENSG00000171612	ENSG00000171612	TRUE	SLC25A33	SLC25A33
ENSG00000231181	ENSG00000231181	TRUE	RPL9P11	RPL9P11
ENSG00000188807	ENSG00000188807	TRUE	TMEM201	TMEM201
ENSG00000171608	ENSG00000171608	TRUE	PIK3CD	PIK3CD
ENSG00000231789	ENSG00000231789	TRUE	PIK3CD-AS2	PIK3CD-AS2
ENSG00000171603	ENSG00000171603	TRUE	CLSTN1	CLSTN1
ENSG00000178585	ENSG00000178585	TRUE	CTNNBIP1	CTNNBIP1
ENSG00000162441	ENSG00000162441	TRUE	LZIC	LZIC
ENSG00000228150	ENSG00000228150	TRUE	NA	ENSG00000228150
ENSG00000173614	ENSG00000173614	TRUE	NMNAT1	NMNAT1
ENSG00000202415	ENSG00000202415	TRUE	NA	ENSG00000202415
ENSG00000265521	ENSG00000265521	TRUE	MIR5697	MIR5697
ENSG00000130939	ENSG00000130939	TRUE	UBE4B	UBE4B
ENSG00000224340	ENSG00000224340	TRUE	RPL21P21	RPL21P21
ENSG00000233623	ENSG00000233623	TRUE	PGAM1P11	PGAM1P11
ENSG00000201746	ENSG00000201746	TRUE	RNU6-828P	RNU6-828P
ENSG00000054523	ENSG00000054523	TRUE	KIF1B	KIF1B
ENSG00000199562	ENSG00000199562	TRUE	RNU6-37P	RNU6-37P
ENSG00000142657	ENSG00000142657	TRUE	PGD	PGD
ENSG00000175279	ENSG00000175279	TRUE	CENPS	CENPS
ENSG00000241563	ENSG00000241563	TRUE	CORT	CORT
ENSG00000160049	ENSG00000160049	TRUE	DFFA	DFFA
ENSG00000142655	ENSG00000142655	TRUE	PEX14	PEX14
ENSG00000130940	ENSG00000130940	TRUE	CASZ1	CASZ1
ENSG00000120948	ENSG00000120948	TRUE	TARDBP	TARDBP
ENSG00000009724	ENSG00000009724	TRUE	MASP2	MASP2
ENSG00000271895	ENSG00000271895	TRUE	NA	ENSG00000271895
ENSG00000116649	ENSG00000116649	TRUE	SRM	SRM
ENSG00000171824	ENSG00000171824	TRUE	EXOSC10	EXOSC10
ENSG00000226849	ENSG00000226849	TRUE	NA	ENSG00000226849
ENSG00000230337	ENSG00000230337	TRUE	NA	ENSG00000230337
ENSG00000198793	ENSG00000198793	TRUE	MTOR	MTOR
ENSG00000225602	ENSG00000225602	TRUE	MTOR-AS1	MTOR-AS1
ENSG00000171819	ENSG00000171819	TRUE	ANGPTL7	ANGPTL7
ENSG00000207451	ENSG00000207451	TRUE	RNU6-291P	RNU6-291P
ENSG00000238173	ENSG00000238173	TRUE	NA	ENSG00000238173
ENSG00000120942	ENSG00000120942	TRUE	UBIAD1	UBIAD1
ENSG00000238199	ENSG00000238199	TRUE	NA	ENSG00000238199
ENSG00000116661	ENSG00000116661	TRUE	FBXO2	FBXO2
ENSG00000132879	ENSG00000132879	TRUE	FBXO44	FBXO44
ENSG00000116663	ENSG00000116663	TRUE	FBXO6	FBXO6
ENSG00000116670	ENSG00000116670	TRUE	MAD2L2	MAD2L2
ENSG00000162490	ENSG00000162490	TRUE	DRAXIN	DRAXIN
ENSG00000177674	ENSG00000177674	TRUE	AGTRAP	AGTRAP
ENSG00000177000	ENSG00000177000	TRUE	MTHFR	MTHFR
ENSG00000011021	ENSG00000011021	TRUE	CLCN6	CLCN6
ENSG00000242349	ENSG00000242349	TRUE	NA	ENSG00000242349
ENSG00000175206	ENSG00000175206	TRUE	NPPA	NPPA
ENSG00000199347	ENSG00000199347	TRUE	RNU5E-1	RNU5E-1
ENSG00000201801	ENSG00000201801	TRUE	RNU5E-4P	RNU5E-4P
ENSG00000116685	ENSG00000116685	TRUE	KIAA2013	KIAA2013
ENSG00000083444	ENSG00000083444	TRUE	PLOD1	PLOD1
ENSG00000116688	ENSG00000116688	TRUE	MFN2	MFN2
ENSG00000116691	ENSG00000116691	TRUE	MIIP	MIIP
ENSG00000202461	ENSG00000202461	TRUE	NA	ENSG00000202461
ENSG00000120949	ENSG00000120949	TRUE	TNFRSF8	TNFRSF8
ENSG00000028137	ENSG00000028137	TRUE	TNFRSF1B	TNFRSF1B
ENSG00000048707	ENSG00000048707	TRUE	VPS13D	VPS13D
ENSG00000239149	ENSG00000239149	TRUE	SNORA59B	SNORA59B
ENSG00000162496	ENSG00000162496	TRUE	DHRS3	DHRS3
ENSG00000221340	ENSG00000221340	TRUE	RNU6ATAC18P	RNU6ATAC18P
ENSG00000272482	ENSG00000272482	TRUE	NA	ENSG00000272482
ENSG00000162493	ENSG00000162493	TRUE	PDPN	PDPN
ENSG00000116731	ENSG00000116731	TRUE	PRDM2	PRDM2
ENSG00000189337	ENSG00000189337	TRUE	KAZN	KAZN
ENSG00000175147	ENSG00000175147	TRUE	TMEM51-AS1	TMEM51-AS1
ENSG00000171729	ENSG00000171729	TRUE	TMEM51	TMEM51
ENSG00000204464	ENSG00000204464	TRUE	TMEM51-AS2	TMEM51-AS2
ENSG00000215720	ENSG00000215720	TRUE	NA	ENSG00000215720
ENSG00000142621	ENSG00000142621	TRUE	FHAD1	FHAD1
ENSG00000236045	ENSG00000236045	TRUE	NA	ENSG00000236045
ENSG00000228140	ENSG00000228140	TRUE	LOC124903852	LOC124903852
ENSG00000142634	ENSG00000142634	TRUE	EFHD2	EFHD2
ENSG00000215704	ENSG00000215704	TRUE	CELA2B	CELA2B
ENSG00000132906	ENSG00000132906	TRUE	CASP9	CASP9
ENSG00000116138	ENSG00000116138	TRUE	DNAJC16	DNAJC16
ENSG00000116771	ENSG00000116771	TRUE	AGMAT	AGMAT
ENSG00000237301	ENSG00000237301	TRUE	NA	ENSG00000237301
ENSG00000235084	ENSG00000235084	TRUE	NA	ENSG00000235084
ENSG00000197312	ENSG00000197312	TRUE	DDI2	DDI2
ENSG00000116786	ENSG00000116786	TRUE	PLEKHM2	PLEKHM2
ENSG00000237938	ENSG00000237938	TRUE	NA	ENSG00000237938
ENSG00000162461	ENSG00000162461	TRUE	SLC25A34	SLC25A34
ENSG00000162460	ENSG00000162460	TRUE	TMEM82	TMEM82
ENSG00000162458	ENSG00000162458	TRUE	FBLIM1	FBLIM1
ENSG00000224321	ENSG00000224321	TRUE	NA	ENSG00000224321
ENSG00000233954	ENSG00000233954	TRUE	UQCRHL	UQCRHL
ENSG00000179743	ENSG00000179743	TRUE	SPEN-AS1	SPEN-AS1
ENSG00000065526	ENSG00000065526	TRUE	SPEN	SPEN
ENSG00000116809	ENSG00000116809	TRUE	ZBTB17	ZBTB17
ENSG00000234607	ENSG00000234607	TRUE	NA	ENSG00000234607
ENSG00000173641	ENSG00000173641	TRUE	HSPB7	HSPB7
ENSG00000186510	ENSG00000186510	TRUE	CLCNKA	CLCNKA
ENSG00000232456	ENSG00000232456	TRUE	FAM131C2P	FAM131C2P
ENSG00000184908	ENSG00000184908	TRUE	CLCNKB	CLCNKB
ENSG00000185519	ENSG00000185519	TRUE	FAM131C	FAM131C
ENSG00000142627	ENSG00000142627	TRUE	EPHA2	EPHA2
ENSG00000227959	ENSG00000227959	TRUE	NA	ENSG00000227959
ENSG00000224621	ENSG00000224621	TRUE	NA	ENSG00000224621
ENSG00000142632	ENSG00000142632	TRUE	ARHGEF19	ARHGEF19
ENSG00000237276	ENSG00000237276	TRUE	NA	ENSG00000237276
ENSG00000204377	ENSG00000204377	TRUE	NA	ENSG00000204377
ENSG00000132881	ENSG00000132881	TRUE	CPLANE2	CPLANE2
ENSG00000037637	ENSG00000037637	TRUE	FBXO42	FBXO42
ENSG00000055070	ENSG00000055070	TRUE	SZRD1	SZRD1
ENSG00000226457	ENSG00000226457	TRUE	RPL22P3	RPL22P3
ENSG00000187144	ENSG00000187144	TRUE	SPATA21	SPATA21
ENSG00000157191	ENSG00000157191	TRUE	NECAP2	NECAP2
ENSG00000226029	ENSG00000226029	TRUE	LINC01772	LINC01772
ENSG00000080947	ENSG00000080947	TRUE	CROCCP3	CROCCP3
ENSG00000206652	ENSG00000206652	TRUE	RNU1-1	RNU1-1
ENSG00000261135	ENSG00000261135	TRUE	NA	ENSG00000261135
ENSG00000233421	ENSG00000233421	TRUE	LINC01783	LINC01783
ENSG00000219481	ENSG00000219481	TRUE	NBPF1	NBPF1
ENSG00000271732	ENSG00000271732	TRUE	NA	ENSG00000271732
ENSG00000215908	ENSG00000215908	TRUE	NA	ENSG00000215908
ENSG00000186301	ENSG00000186301	TRUE	NA	ENSG00000186301
ENSG00000236698	ENSG00000236698	TRUE	NA	ENSG00000236698
ENSG00000268869	ENSG00000268869	TRUE	NA	ENSG00000268869
ENSG00000058453	ENSG00000058453	TRUE	CROCC	CROCC
ENSG00000186715	ENSG00000186715	TRUE	MST1L	MST1L
ENSG00000228549	ENSG00000228549	TRUE	LINC03126	LINC03126
ENSG00000238142	ENSG00000238142	TRUE	LOC105376805	LOC105376805
ENSG00000207005	ENSG00000207005	TRUE	RNU1-2	RNU1-2
ENSG00000272426	ENSG00000272426	TRUE	NA	ENSG00000272426
ENSG00000117122	ENSG00000117122	TRUE	MFAP2	MFAP2
ENSG00000159363	ENSG00000159363	TRUE	ATP13A2	ATP13A2
ENSG00000117118	ENSG00000117118	TRUE	SDHB	SDHB
ENSG00000117115	ENSG00000117115	TRUE	PADI2	PADI2
ENSG00000204362	ENSG00000204362	TRUE	LINC02783	LINC02783
ENSG00000142623	ENSG00000142623	TRUE	PADI1	PADI1
ENSG00000142619	ENSG00000142619	TRUE	PADI3	PADI3
ENSG00000159339	ENSG00000159339	TRUE	PADI4	PADI4
ENSG00000179051	ENSG00000179051	TRUE	RCC2	RCC2
ENSG00000074964	ENSG00000074964	TRUE	ARHGEF10L	ARHGEF10L
ENSG00000159423	ENSG00000159423	TRUE	ALDH4A1	ALDH4A1
ENSG00000169991	ENSG00000169991	TRUE	IFFO2	IFFO2
ENSG00000272084	ENSG00000272084	TRUE	NA	ENSG00000272084
ENSG00000127481	ENSG00000127481	TRUE	UBR4	UBR4
ENSG00000266098	ENSG00000266098	TRUE	NA	ENSG00000266098
ENSG00000230424	ENSG00000230424	TRUE	EMC1-AS1	EMC1-AS1
ENSG00000127463	ENSG00000127463	TRUE	EMC1	EMC1
ENSG00000053372	ENSG00000053372	TRUE	MRTO4	MRTO4
ENSG00000211454	ENSG00000211454	TRUE	AKR7L	AKR7L
ENSG00000162482	ENSG00000162482	TRUE	AKR7A3	AKR7A3
ENSG00000270728	ENSG00000270728	TRUE	NA	ENSG00000270728
ENSG00000053371	ENSG00000053371	TRUE	AKR7A2	AKR7A2
ENSG00000200403	ENSG00000200403	TRUE	RNU6-1099P	RNU6-1099P
ENSG00000040487	ENSG00000040487	TRUE	SLC66A1	SLC66A1
ENSG00000077549	ENSG00000077549	TRUE	CAPZB	CAPZB
ENSG00000173436	ENSG00000173436	TRUE	MICOS10	MICOS10
ENSG00000226396	ENSG00000226396	TRUE	NA	ENSG00000226396
ENSG00000158747	ENSG00000158747	TRUE	NBL1	NBL1
ENSG00000162542	ENSG00000162542	TRUE	TMCO4	TMCO4
ENSG00000169914	ENSG00000169914	TRUE	OTUD3	OTUD3
ENSG00000117215	ENSG00000117215	TRUE	PLA2G2D	PLA2G2D
ENSG00000162543	ENSG00000162543	TRUE	UBXN10	UBXN10
ENSG00000162545	ENSG00000162545	TRUE	CAMK2N1	CAMK2N1
ENSG00000090432	ENSG00000090432	TRUE	MUL1	MUL1
ENSG00000183114	ENSG00000183114	TRUE	FAM43B	FAM43B
ENSG00000158825	ENSG00000158825	TRUE	CDA	CDA
ENSG00000158828	ENSG00000158828	TRUE	PINK1	PINK1
ENSG00000117242	ENSG00000117242	TRUE	PINK1-AS	PINK1-AS
ENSG00000244038	ENSG00000244038	TRUE	DDOST	DDOST
ENSG00000117245	ENSG00000117245	TRUE	KIF17	KIF17
ENSG00000189410	ENSG00000189410	TRUE	SH2D5	SH2D5
ENSG00000127483	ENSG00000127483	TRUE	HP1BP3	HP1BP3
ENSG00000075151	ENSG00000075151	TRUE	EIF4G3	EIF4G3
ENSG00000233072	ENSG00000233072	TRUE	RPS15AP6	RPS15AP6
ENSG00000235112	ENSG00000235112	TRUE	HSPE1P27	HSPE1P27
ENSG00000117298	ENSG00000117298	TRUE	ECE1	ECE1
ENSG00000236936	ENSG00000236936	TRUE	NA	ENSG00000236936
ENSG00000231105	ENSG00000231105	TRUE	ECE1-AS1	ECE1-AS1
ENSG00000227001	ENSG00000227001	TRUE	NA	ENSG00000227001
ENSG00000142794	ENSG00000142794	TRUE	NBPF3	NBPF3
ENSG00000162551	ENSG00000162551	TRUE	ALPL	ALPL
ENSG00000076864	ENSG00000076864	TRUE	RAP1GAP	RAP1GAP
ENSG00000090686	ENSG00000090686	TRUE	USP48	USP48
ENSG00000231978	ENSG00000231978	TRUE	NA	ENSG00000231978
ENSG00000187942	ENSG00000187942	TRUE	LDLRAD2	LDLRAD2
ENSG00000142798	ENSG00000142798	TRUE	HSPG2	HSPG2
ENSG00000228397	ENSG00000228397	TRUE	LINC01635	LINC01635
ENSG00000218510	ENSG00000218510	TRUE	LINC00339	LINC00339
ENSG00000070831	ENSG00000070831	TRUE	CDC42	CDC42
ENSG00000230068	ENSG00000230068	TRUE	NA	ENSG00000230068
ENSG00000271428	ENSG00000271428	TRUE	NA	ENSG00000271428
ENSG00000271840	ENSG00000271840	TRUE	NA	ENSG00000271840
ENSG00000162552	ENSG00000162552	TRUE	WNT4	WNT4
ENSG00000184677	ENSG00000184677	TRUE	ZBTB40	ZBTB40
ENSG00000237200	ENSG00000237200	TRUE	NA	ENSG00000237200
ENSG00000133216	ENSG00000133216	TRUE	EPHB2	EPHB2
ENSG00000272796	ENSG00000272796	TRUE	NA	ENSG00000272796
ENSG00000004487	ENSG00000004487	TRUE	KDM1A	KDM1A
ENSG00000240553	ENSG00000240553	TRUE	NA	ENSG00000240553
ENSG00000169641	ENSG00000169641	TRUE	LUZP1	LUZP1
ENSG00000229010	ENSG00000229010	TRUE	NA	ENSG00000229010
ENSG00000252578	ENSG00000252578	TRUE	RNU6-135P	RNU6-135P
ENSG00000179546	ENSG00000179546	TRUE	HTR1D	HTR1D
ENSG00000261326	ENSG00000261326	TRUE	NA	ENSG00000261326
ENSG00000125944	ENSG00000125944	TRUE	HNRNPR	HNRNPR
ENSG00000125945	ENSG00000125945	TRUE	ZNF436	ZNF436
ENSG00000249087	ENSG00000249087	TRUE	ZNF436-AS1	ZNF436-AS1
ENSG00000204219	ENSG00000204219	TRUE	TCEA3	TCEA3
ENSG00000088280	ENSG00000088280	TRUE	ASAP3	ASAP3
ENSG00000007968	ENSG00000007968	TRUE	E2F2	E2F2
ENSG00000117318	ENSG00000117318	TRUE	ID3	ID3
ENSG00000142676	ENSG00000142676	TRUE	RPL11	RPL11
ENSG00000203589	ENSG00000203589	TRUE	NA	ENSG00000203589
ENSG00000244609	ENSG00000244609	TRUE	NA	ENSG00000244609
ENSG00000011007	ENSG00000011007	TRUE	ELOA	ELOA
ENSG00000236810	ENSG00000236810	TRUE	ELOA-AS1	ELOA-AS1
ENSG00000057757	ENSG00000057757	TRUE	PITHD1	PITHD1
ENSG00000011009	ENSG00000011009	TRUE	LYPLA2	LYPLA2
ENSG00000117308	ENSG00000117308	TRUE	GALE	GALE
ENSG00000117305	ENSG00000117305	TRUE	HMGCL	HMGCL
ENSG00000179163	ENSG00000179163	TRUE	FUCA1	FUCA1
ENSG00000188822	ENSG00000188822	TRUE	CNR2	CNR2
ENSG00000189266	ENSG00000189266	TRUE	PNRC2	PNRC2
ENSG00000188529	ENSG00000188529	TRUE	SRSF10	SRSF10
ENSG00000142677	ENSG00000142677	TRUE	IL22RA1	IL22RA1
ENSG00000185436	ENSG00000185436	TRUE	IFNLR1	IFNLR1
ENSG00000158055	ENSG00000158055	TRUE	GRHL3	GRHL3
ENSG00000001460	ENSG00000001460	TRUE	STPG1	STPG1
