original_feature	cleaned_feature	is_ensembl	gene_symbol	diablo_label
ENSG00000139233	ENSG00000139233	TRUE	LLPH	LLPH
ENSG00000155957	ENSG00000155957	TRUE	TMBIM4	TMBIM4
ENSG00000090376	ENSG00000090376	TRUE	IRAK3	IRAK3
ENSG00000225422	ENSG00000225422	TRUE	NA	ENSG00000225422
ENSG00000127311	ENSG00000127311	TRUE	HELB	HELB
ENSG00000238528	ENSG00000238528	TRUE	NA	ENSG00000238528
ENSG00000155974	ENSG00000155974	TRUE	GRIP1	GRIP1
ENSG00000237766	ENSG00000237766	TRUE	GGTA2P	GGTA2P
ENSG00000111530	ENSG00000111530	TRUE	CAND1	CAND1
ENSG00000127334	ENSG00000127334	TRUE	DYRK2	DYRK2
ENSG00000111554	ENSG00000111554	TRUE	MDM1	MDM1
ENSG00000251301	ENSG00000251301	TRUE	NA	ENSG00000251301
ENSG00000127314	ENSG00000127314	TRUE	RAP1B	RAP1B
ENSG00000234040	ENSG00000234040	TRUE	RPL10P12	RPL10P12
ENSG00000206650	ENSG00000206650	TRUE	SNORA70G	SNORA70G
ENSG00000234925	ENSG00000234925	TRUE	NA	ENSG00000234925
ENSG00000247363	ENSG00000247363	TRUE	LOC100507250	LOC100507250
ENSG00000111581	ENSG00000111581	TRUE	NUP107	NUP107
ENSG00000233560	ENSG00000233560	TRUE	KRT8P39	KRT8P39
ENSG00000175782	ENSG00000175782	TRUE	SLC35E3	SLC35E3
ENSG00000251695	ENSG00000251695	TRUE	NA	ENSG00000251695
ENSG00000135679	ENSG00000135679	TRUE	MDM2	MDM2
ENSG00000256325	ENSG00000256325	TRUE	NA	ENSG00000256325
ENSG00000135678	ENSG00000135678	TRUE	CPM	CPM
ENSG00000111605	ENSG00000111605	TRUE	CPSF6	CPSF6
ENSG00000090382	ENSG00000090382	TRUE	LYZ	LYZ
ENSG00000127337	ENSG00000127337	TRUE	YEATS4	YEATS4
ENSG00000166225	ENSG00000166225	TRUE	FRS2	FRS2
ENSG00000166226	ENSG00000166226	TRUE	CCT2	CCT2
ENSG00000127325	ENSG00000127325	TRUE	BEST3	BEST3
ENSG00000127328	ENSG00000127328	TRUE	RAB3IP	RAB3IP
ENSG00000257815	ENSG00000257815	TRUE	PRANCR	PRANCR
ENSG00000111596	ENSG00000111596	TRUE	CNOT2	CNOT2
ENSG00000135643	ENSG00000135643	TRUE	KCNMB4	KCNMB4
ENSG00000258168	ENSG00000258168	TRUE	NA	ENSG00000258168
ENSG00000127329	ENSG00000127329	TRUE	PTPRB	PTPRB
ENSG00000153233	ENSG00000153233	TRUE	PTPRR	PTPRR
ENSG00000139292	ENSG00000139292	TRUE	LGR5	LGR5
ENSG00000133858	ENSG00000133858	TRUE	ZFC3H1	ZFC3H1
ENSG00000212461	ENSG00000212461	TRUE	LOC124900332	LOC124900332
ENSG00000173451	ENSG00000173451	TRUE	THAP2	THAP2
ENSG00000139291	ENSG00000139291	TRUE	TMEM19	TMEM19
ENSG00000080371	ENSG00000080371	TRUE	RAB21	RAB21
ENSG00000257410	ENSG00000257410	TRUE	NA	ENSG00000257410
ENSG00000121749	ENSG00000121749	TRUE	TBC1D15	TBC1D15
ENSG00000257802	ENSG00000257802	TRUE	NA	ENSG00000257802
ENSG00000072657	ENSG00000072657	TRUE	TRHDE	TRHDE
ENSG00000236333	ENSG00000236333	TRUE	NA	ENSG00000236333
ENSG00000257723	ENSG00000257723	TRUE	NA	ENSG00000257723
ENSG00000251138	ENSG00000251138	TRUE	LINC02882	LINC02882
ENSG00000258320	ENSG00000258320	TRUE	LOC100128674	LOC100128674
ENSG00000257183	ENSG00000257183	TRUE	NA	ENSG00000257183
ENSG00000253719	ENSG00000253719	TRUE	ATXN7L3B	ATXN7L3B
ENSG00000180881	ENSG00000180881	TRUE	CAPS2	CAPS2
ENSG00000173401	ENSG00000173401	TRUE	GLIPR1L1	GLIPR1L1
ENSG00000180481	ENSG00000180481	TRUE	GLIPR1L2	GLIPR1L2
ENSG00000139278	ENSG00000139278	TRUE	GLIPR1	GLIPR1
ENSG00000257497	ENSG00000257497	TRUE	NA	ENSG00000257497
ENSG00000111615	ENSG00000111615	TRUE	KRR1	KRR1
ENSG00000258077	ENSG00000258077	TRUE	NA	ENSG00000258077
ENSG00000258245	ENSG00000258245	TRUE	RPL10P13	RPL10P13
ENSG00000251893	ENSG00000251893	TRUE	LOC124900321	LOC124900321
ENSG00000258088	ENSG00000258088	TRUE	NA	ENSG00000258088
ENSG00000257329	ENSG00000257329	TRUE	NA	ENSG00000257329
ENSG00000139289	ENSG00000139289	TRUE	PHLDA1	PHLDA1
ENSG00000257453	ENSG00000257453	TRUE	PHLDA1-AS1	PHLDA1-AS1
ENSG00000187109	ENSG00000187109	TRUE	NAP1L1	NAP1L1
ENSG00000257941	ENSG00000257941	TRUE	NA	ENSG00000257941
ENSG00000257219	ENSG00000257219	TRUE	LNCOG	LNCOG
ENSG00000179941	ENSG00000179941	TRUE	BBS10	BBS10
ENSG00000091039	ENSG00000091039	TRUE	OSBPL8	OSBPL8
ENSG00000186908	ENSG00000186908	TRUE	ZDHHC17	ZDHHC17
ENSG00000175183	ENSG00000175183	TRUE	CSRP2	CSRP2
ENSG00000165891	ENSG00000165891	TRUE	E2F7	E2F7
ENSG00000067798	ENSG00000067798	TRUE	NAV3	NAV3
ENSG00000067715	ENSG00000067715	TRUE	SYT1	SYT1
ENSG00000257474	ENSG00000257474	TRUE	NA	ENSG00000257474
ENSG00000177425	ENSG00000177425	TRUE	PAWR	PAWR
ENSG00000058272	ENSG00000058272	TRUE	PPP1R12A	PPP1R12A
ENSG00000258044	ENSG00000258044	TRUE	NA	ENSG00000258044
ENSG00000257557	ENSG00000257557	TRUE	PPP1R12A-AS1	PPP1R12A-AS1
ENSG00000230291	ENSG00000230291	TRUE	RPL26P32	RPL26P32
ENSG00000165899	ENSG00000165899	TRUE	OTOGL	OTOGL
ENSG00000139304	ENSG00000139304	TRUE	PTPRQ	PTPRQ
ENSG00000111052	ENSG00000111052	TRUE	LIN7A	LIN7A
ENSG00000111058	ENSG00000111058	TRUE	ACSS3	ACSS3
ENSG00000139220	ENSG00000139220	TRUE	PPFIA2	PPFIA2
ENSG00000133773	ENSG00000133773	TRUE	CCDC59	CCDC59
ENSG00000127720	ENSG00000127720	TRUE	METTL25	METTL25
ENSG00000179104	ENSG00000179104	TRUE	TMTC2	TMTC2
ENSG00000072041	ENSG00000072041	TRUE	SLC6A15	SLC6A15
ENSG00000231738	ENSG00000231738	TRUE	TSPAN19	TSPAN19
ENSG00000133640	ENSG00000133640	TRUE	LRRIQ1	LRRIQ1
ENSG00000180318	ENSG00000180318	TRUE	ALX1	ALX1
ENSG00000198774	ENSG00000198774	TRUE	RASSF9	RASSF9
ENSG00000133641	ENSG00000133641	TRUE	RLIG1	RLIG1
ENSG00000198707	ENSG00000198707	TRUE	CEP290	CEP290
ENSG00000257752	ENSG00000257752	TRUE	LOC100420011	LOC100420011
ENSG00000139324	ENSG00000139324	TRUE	TMTC3	TMTC3
ENSG00000049130	ENSG00000049130	TRUE	KITLG	KITLG
ENSG00000246363	ENSG00000246363	TRUE	LINC02458	LINC02458
ENSG00000139318	ENSG00000139318	TRUE	DUSP6	DUSP6
ENSG00000271327	ENSG00000271327	TRUE	NA	ENSG00000271327
ENSG00000271259	ENSG00000271259	TRUE	NA	ENSG00000271259
ENSG00000139323	ENSG00000139323	TRUE	POC1B	POC1B
ENSG00000226982	ENSG00000226982	TRUE	CENPCP1	CENPCP1
ENSG00000257594	ENSG00000257594	TRUE	GALNT4	GALNT4
ENSG00000270344	ENSG00000270344	TRUE	NA	ENSG00000270344
ENSG00000258302	ENSG00000258302	TRUE	NA	ENSG00000258302
ENSG00000070961	ENSG00000070961	TRUE	ATP2B1	ATP2B1
ENSG00000266347	ENSG00000266347	TRUE	NA	ENSG00000266347
ENSG00000271614	ENSG00000271614	TRUE	ATP2B1-AS1	ATP2B1-AS1
ENSG00000257725	ENSG00000257725	TRUE	NA	ENSG00000257725
ENSG00000258183	ENSG00000258183	TRUE	LINC02392	LINC02392
ENSG00000139329	ENSG00000139329	TRUE	LUM	LUM
ENSG00000011465	ENSG00000011465	TRUE	DCN	DCN
ENSG00000257242	ENSG00000257242	TRUE	LINC01619	LINC01619
ENSG00000133639	ENSG00000133639	TRUE	BTG1	BTG1
ENSG00000245904	ENSG00000245904	TRUE	NA	ENSG00000245904
ENSG00000187510	ENSG00000187510	TRUE	PLEKHG7	PLEKHG7
ENSG00000102189	ENSG00000102189	TRUE	EEA1	EEA1
ENSG00000258012	ENSG00000258012	TRUE	NA	ENSG00000258012
ENSG00000257195	ENSG00000257195	TRUE	NA	ENSG00000257195
ENSG00000258171	ENSG00000258171	TRUE	LINC02412	LINC02412
ENSG00000257252	ENSG00000257252	TRUE	NA	ENSG00000257252
ENSG00000173598	ENSG00000173598	TRUE	NUDT4	NUDT4
ENSG00000177889	ENSG00000177889	TRUE	UBE2N	UBE2N
ENSG00000198015	ENSG00000198015	TRUE	MRPL42	MRPL42
ENSG00000243015	ENSG00000243015	TRUE	RN7SL737P	RN7SL737P
ENSG00000246985	ENSG00000246985	TRUE	SOCS2-AS1	SOCS2-AS1
ENSG00000120833	ENSG00000120833	TRUE	SOCS2	SOCS2
ENSG00000186076	ENSG00000186076	TRUE	NA	ENSG00000186076
ENSG00000169372	ENSG00000169372	TRUE	CRADD	CRADD
ENSG00000258274	ENSG00000258274	TRUE	CRADD-AS1	CRADD-AS1
ENSG00000258303	ENSG00000258303	TRUE	NA	ENSG00000258303
ENSG00000257283	ENSG00000257283	TRUE	LOC105369911	LOC105369911
ENSG00000136040	ENSG00000136040	TRUE	PLXNC1	PLXNC1
ENSG00000258365	ENSG00000258365	TRUE	NA	ENSG00000258365
ENSG00000173588	ENSG00000173588	TRUE	CEP83	CEP83
ENSG00000213250	ENSG00000213250	TRUE	NA	ENSG00000213250
ENSG00000236349	ENSG00000236349	TRUE	NA	ENSG00000236349
ENSG00000057704	ENSG00000057704	TRUE	TMCC3	TMCC3
ENSG00000184752	ENSG00000184752	TRUE	NDUFA12	NDUFA12
ENSG00000120798	ENSG00000120798	TRUE	NR2C1	NR2C1
ENSG00000180263	ENSG00000180263	TRUE	FGD6	FGD6
ENSG00000028203	ENSG00000028203	TRUE	VEZT	VEZT
ENSG00000111142	ENSG00000111142	TRUE	METAP2	METAP2
ENSG00000136014	ENSG00000136014	TRUE	USP44	USP44
ENSG00000257150	ENSG00000257150	TRUE	NA	ENSG00000257150
ENSG00000074527	ENSG00000074527	TRUE	NTN4	NTN4
ENSG00000139343	ENSG00000139343	TRUE	SNRPF	SNRPF
ENSG00000165972	ENSG00000165972	TRUE	CCDC38	CCDC38
ENSG00000139344	ENSG00000139344	TRUE	AMDHD1	AMDHD1
ENSG00000111144	ENSG00000111144	TRUE	LTA4H	LTA4H
ENSG00000111145	ENSG00000111145	TRUE	ELK3	ELK3
ENSG00000258177	ENSG00000258177	TRUE	NA	ENSG00000258177
ENSG00000059758	ENSG00000059758	TRUE	CDK17	CDK17
ENSG00000201435	ENSG00000201435	TRUE	RNU4-24P	RNU4-24P
ENSG00000257169	ENSG00000257169	TRUE	NA	ENSG00000257169
ENSG00000258272	ENSG00000258272	TRUE	NA	ENSG00000258272
ENSG00000252827	ENSG00000252827	TRUE	RN7SKP11	RN7SKP11
ENSG00000188596	ENSG00000188596	TRUE	CFAP54	CFAP54
ENSG00000139350	ENSG00000139350	TRUE	NEDD1	NEDD1
ENSG00000206899	ENSG00000206899	TRUE	RNU6-36P	RNU6-36P
ENSG00000227825	ENSG00000227825	TRUE	NA	ENSG00000227825
ENSG00000257167	ENSG00000257167	TRUE	TMPO-AS1	TMPO-AS1
ENSG00000120802	ENSG00000120802	TRUE	TMPO	TMPO
ENSG00000075415	ENSG00000075415	TRUE	SLC25A3	SLC25A3
ENSG00000212443	ENSG00000212443	TRUE	SNORA53	SNORA53
ENSG00000221625	ENSG00000221625	TRUE	NA	ENSG00000221625
ENSG00000166130	ENSG00000166130	TRUE	IKBIP	IKBIP
ENSG00000120868	ENSG00000120868	TRUE	APAF1	APAF1
ENSG00000185046	ENSG00000185046	TRUE	ANKS1B	ANKS1B
ENSG00000111647	ENSG00000111647	TRUE	BLTP3B	BLTP3B
ENSG00000238105	ENSG00000238105	TRUE	NA	ENSG00000238105
ENSG00000257489	ENSG00000257489	TRUE	NA	ENSG00000257489
ENSG00000075089	ENSG00000075089	TRUE	ACTR6	ACTR6
ENSG00000166153	ENSG00000166153	TRUE	DEPDC4	DEPDC4
ENSG00000136021	ENSG00000136021	TRUE	SCYL2	SCYL2
ENSG00000139354	ENSG00000139354	TRUE	GAS2L3	GAS2L3
ENSG00000257803	ENSG00000257803	TRUE	NA	ENSG00000257803
ENSG00000151572	ENSG00000151572	TRUE	ANO4	ANO4
ENSG00000120800	ENSG00000120800	TRUE	UTP20	UTP20
ENSG00000120805	ENSG00000120805	TRUE	ARL1	ARL1
ENSG00000257543	ENSG00000257543	TRUE	NA	ENSG00000257543
ENSG00000111666	ENSG00000111666	TRUE	CHPT1	CHPT1
ENSG00000139351	ENSG00000139351	TRUE	SYCP3	SYCP3
ENSG00000111670	ENSG00000111670	TRUE	GNPTAB	GNPTAB
ENSG00000258230	ENSG00000258230	TRUE	NA	ENSG00000258230
ENSG00000136048	ENSG00000136048	TRUE	DRAM1	DRAM1
ENSG00000257202	ENSG00000257202	TRUE	NA	ENSG00000257202
ENSG00000120860	ENSG00000120860	TRUE	WASHC3	WASHC3
ENSG00000257222	ENSG00000257222	TRUE	NA	ENSG00000257222
ENSG00000075188	ENSG00000075188	TRUE	NUP37	NUP37
ENSG00000185480	ENSG00000185480	TRUE	PARPBP	PARPBP
ENSG00000183395	ENSG00000183395	TRUE	PMCH	PMCH
ENSG00000017427	ENSG00000017427	TRUE	IGF1	IGF1
ENSG00000136011	ENSG00000136011	TRUE	STAB2	STAB2
ENSG00000257681	ENSG00000257681	TRUE	NA	ENSG00000257681
ENSG00000111696	ENSG00000111696	TRUE	NT5DC3	NT5DC3
ENSG00000214198	ENSG00000214198	TRUE	TTC41P	TTC41P
ENSG00000166598	ENSG00000166598	TRUE	HSP90B1	HSP90B1
ENSG00000204954	ENSG00000204954	TRUE	UQCC6	UQCC6
ENSG00000139372	ENSG00000139372	TRUE	TDG	TDG
ENSG00000120820	ENSG00000120820	TRUE	GLT8D2	GLT8D2
ENSG00000216285	ENSG00000216285	TRUE	NA	ENSG00000216285
ENSG00000111727	ENSG00000111727	TRUE	HCFC2	HCFC2
ENSG00000120837	ENSG00000120837	TRUE	NFYB	NFYB
ENSG00000198431	ENSG00000198431	TRUE	TXNRD1	TXNRD1
ENSG00000257732	ENSG00000257732	TRUE	TXNRD1-AS1	TXNRD1-AS1
ENSG00000213442	ENSG00000213442	TRUE	RPL18AP3	RPL18AP3
ENSG00000255150	ENSG00000255150	TRUE	EID3	EID3
ENSG00000171310	ENSG00000171310	TRUE	CHST11	CHST11
ENSG00000136052	ENSG00000136052	TRUE	SLC41A2	SLC41A2
ENSG00000151131	ENSG00000151131	TRUE	NOPCHAP1	NOPCHAP1
ENSG00000136010	ENSG00000136010	TRUE	ALDH1L2	ALDH1L2
ENSG00000136051	ENSG00000136051	TRUE	WASHC4	WASHC4
ENSG00000136044	ENSG00000136044	TRUE	APPL2	APPL2
ENSG00000235162	ENSG00000235162	TRUE	C12orf75	C12orf75
ENSG00000257642	ENSG00000257642	TRUE	C12orf75-AS1	C12orf75-AS1
ENSG00000257859	ENSG00000257859	TRUE	CASC18	CASC18
ENSG00000074590	ENSG00000074590	TRUE	NUAK1	NUAK1
ENSG00000136026	ENSG00000136026	TRUE	CKAP4	CKAP4
ENSG00000258355	ENSG00000258355	TRUE	NA	ENSG00000258355
ENSG00000166046	ENSG00000166046	TRUE	TCP11L2	TCP11L2
ENSG00000013503	ENSG00000013503	TRUE	POLR3B	POLR3B
ENSG00000257545	ENSG00000257545	TRUE	LOC100287944	LOC100287944
ENSG00000111785	ENSG00000111785	TRUE	RIC8B	RIC8B
ENSG00000260329	ENSG00000260329	TRUE	TMEM263-DT	TMEM263-DT
ENSG00000151135	ENSG00000151135	TRUE	TMEM263	TMEM263
ENSG00000120832	ENSG00000120832	TRUE	MTERF2	MTERF2
ENSG00000008405	ENSG00000008405	TRUE	CRY1	CRY1
ENSG00000151136	ENSG00000151136	TRUE	ABTB3	ABTB3
ENSG00000136045	ENSG00000136045	TRUE	PWP1	PWP1
ENSG00000110851	ENSG00000110851	TRUE	PRDM4	PRDM4
ENSG00000258136	ENSG00000258136	TRUE	PRDM4-AS1	PRDM4-AS1
ENSG00000075035	ENSG00000075035	TRUE	WSCD2	WSCD2
ENSG00000174600	ENSG00000174600	TRUE	CMKLR1	CMKLR1
ENSG00000198855	ENSG00000198855	TRUE	FICD	FICD
ENSG00000075856	ENSG00000075856	TRUE	SART3	SART3
ENSG00000136003	ENSG00000136003	TRUE	ISCU	ISCU
ENSG00000183160	ENSG00000183160	TRUE	TMEM119	TMEM119
ENSG00000110876	ENSG00000110876	TRUE	SELPLG	SELPLG
ENSG00000257221	ENSG00000257221	TRUE	NA	ENSG00000257221
ENSG00000110880	ENSG00000110880	TRUE	CORO1C	CORO1C
ENSG00000264043	ENSG00000264043	TRUE	NA	ENSG00000264043
ENSG00000084112	ENSG00000084112	TRUE	SSH1	SSH1
ENSG00000207622	ENSG00000207622	TRUE	MIR619	MIR619
ENSG00000135093	ENSG00000135093	TRUE	USP30	USP30
ENSG00000256262	ENSG00000256262	TRUE	NA	ENSG00000256262
ENSG00000212138	ENSG00000212138	TRUE	RNA5SP372	RNA5SP372
ENSG00000189046	ENSG00000189046	TRUE	ALKBH2	ALKBH2
ENSG00000076248	ENSG00000076248	TRUE	UNG	UNG
ENSG00000256139	ENSG00000256139	TRUE	NA	ENSG00000256139
ENSG00000076555	ENSG00000076555	TRUE	ACACB	ACACB
ENSG00000174527	ENSG00000174527	TRUE	MYO1H	MYO1H
ENSG00000110906	ENSG00000110906	TRUE	KCTD10	KCTD10
ENSG00000151148	ENSG00000151148	TRUE	UBE3B	UBE3B
ENSG00000139428	ENSG00000139428	TRUE	MMAB	MMAB
ENSG00000200274	ENSG00000200274	TRUE	RNU4-32P	RNU4-32P
ENSG00000110921	ENSG00000110921	TRUE	MVK	MVK
ENSG00000139438	ENSG00000139438	TRUE	FAM222A	FAM222A
ENSG00000111199	ENSG00000111199	TRUE	TRPV4	TRPV4
ENSG00000139433	ENSG00000139433	TRUE	GLTP	GLTP
ENSG00000241413	ENSG00000241413	TRUE	RN7SL441P	RN7SL441P
ENSG00000139437	ENSG00000139437	TRUE	TCHP	TCHP
ENSG00000139436	ENSG00000139436	TRUE	GIT2	GIT2
ENSG00000076513	ENSG00000076513	TRUE	ANKRD13A	ANKRD13A
ENSG00000174456	ENSG00000174456	TRUE	C12orf76	C12orf76
ENSG00000122970	ENSG00000122970	TRUE	IFT81	IFT81
ENSG00000174437	ENSG00000174437	TRUE	ATP2A2	ATP2A2
ENSG00000196510	ENSG00000196510	TRUE	ANAPC7	ANAPC7
ENSG00000258011	ENSG00000258011	TRUE	NA	ENSG00000258011
ENSG00000111229	ENSG00000111229	TRUE	ARPC3	ARPC3
ENSG00000111231	ENSG00000111231	TRUE	GPN3	GPN3
ENSG00000204856	ENSG00000204856	TRUE	FAM216A	FAM216A
ENSG00000111237	ENSG00000111237	TRUE	VPS29	VPS29
ENSG00000151164	ENSG00000151164	TRUE	RAD9B	RAD9B
ENSG00000196850	ENSG00000196850	TRUE	PPTC7	PPTC7
ENSG00000204852	ENSG00000204852	TRUE	TCTN1	TCTN1
ENSG00000122986	ENSG00000122986	TRUE	HVCN1	HVCN1
ENSG00000186298	ENSG00000186298	TRUE	PPP1CC	PPP1CC
ENSG00000185847	ENSG00000185847	TRUE	VHRT	VHRT
ENSG00000258240	ENSG00000258240	TRUE	LINC01404	LINC01404
ENSG00000198324	ENSG00000198324	TRUE	PHETA1	PHETA1
ENSG00000257595	ENSG00000257595	TRUE	LINC02356	LINC02356
ENSG00000257539	ENSG00000257539	TRUE	NA	ENSG00000257539
ENSG00000111252	ENSG00000111252	TRUE	SH2B3	SH2B3
ENSG00000204842	ENSG00000204842	TRUE	ATXN2	ATXN2
ENSG00000266269	ENSG00000266269	TRUE	NA	ENSG00000266269
ENSG00000272215	ENSG00000272215	TRUE	LOC124903094	LOC124903094
ENSG00000238168	ENSG00000238168	TRUE	NA	ENSG00000238168
ENSG00000258099	ENSG00000258099	TRUE	ATXN2-AS	ATXN2-AS
ENSG00000089234	ENSG00000089234	TRUE	BRAP	BRAP
ENSG00000258359	ENSG00000258359	TRUE	NA	ENSG00000258359
ENSG00000111271	ENSG00000111271	TRUE	ACAD10	ACAD10
ENSG00000111275	ENSG00000111275	TRUE	ALDH2	ALDH2
ENSG00000234608	ENSG00000234608	TRUE	MAPKAPK5-AS1	MAPKAPK5-AS1
ENSG00000089022	ENSG00000089022	TRUE	MAPKAPK5	MAPKAPK5
ENSG00000244060	ENSG00000244060	TRUE	NA	ENSG00000244060
ENSG00000270018	ENSG00000270018	TRUE	NA	ENSG00000270018
ENSG00000229186	ENSG00000229186	TRUE	NA	ENSG00000229186
ENSG00000226469	ENSG00000226469	TRUE	ADAM1B	ADAM1B
ENSG00000198270	ENSG00000198270	TRUE	TMEM116	TMEM116
ENSG00000257624	ENSG00000257624	TRUE	NA	ENSG00000257624
ENSG00000089248	ENSG00000089248	TRUE	ERP29	ERP29
ENSG00000111300	ENSG00000111300	TRUE	NAA25	NAA25
ENSG00000258323	ENSG00000258323	TRUE	NA	ENSG00000258323
ENSG00000200688	ENSG00000200688	TRUE	NA	ENSG00000200688
ENSG00000135148	ENSG00000135148	TRUE	TRAFD1	TRAFD1
ENSG00000173064	ENSG00000173064	TRUE	HECTD4	HECTD4
ENSG00000201428	ENSG00000201428	TRUE	NA	ENSG00000201428
ENSG00000213152	ENSG00000213152	TRUE	RPL7AP60	RPL7AP60
ENSG00000089009	ENSG00000089009	TRUE	RPL6	RPL6
ENSG00000179295	ENSG00000179295	TRUE	PTPN11	PTPN11
ENSG00000089127	ENSG00000089127	TRUE	OAS1	OAS1
ENSG00000111331	ENSG00000111331	TRUE	OAS3	OAS3
ENSG00000111335	ENSG00000111335	TRUE	OAS2	OAS2
ENSG00000186710	ENSG00000186710	TRUE	CFAP73	CFAP73
ENSG00000123064	ENSG00000123064	TRUE	DDX54	DDX54
ENSG00000201208	ENSG00000201208	TRUE	NA	ENSG00000201208
ENSG00000139405	ENSG00000139405	TRUE	RITA1	RITA1
ENSG00000166578	ENSG00000166578	TRUE	DRC10	DRC10
ENSG00000186815	ENSG00000186815	TRUE	TPCN1	TPCN1
ENSG00000089060	ENSG00000089060	TRUE	SLC8B1	SLC8B1
ENSG00000151176	ENSG00000151176	TRUE	PLBD2	PLBD2
ENSG00000135094	ENSG00000135094	TRUE	SDS	SDS
ENSG00000139410	ENSG00000139410	TRUE	SDSL	SDSL
ENSG00000249550	ENSG00000249550	TRUE	LINC01234	LINC01234
ENSG00000122965	ENSG00000122965	TRUE	RBM19	RBM19
ENSG00000257359	ENSG00000257359	TRUE	NA	ENSG00000257359
ENSG00000135111	ENSG00000135111	TRUE	TBX3	TBX3
ENSG00000123066	ENSG00000123066	TRUE	MED13L	MED13L
ENSG00000258034	ENSG00000258034	TRUE	NA	ENSG00000258034
ENSG00000258337	ENSG00000258337	TRUE	NA	ENSG00000258337
ENSG00000196668	ENSG00000196668	TRUE	LINC00173	LINC00173
ENSG00000171471	ENSG00000171471	TRUE	NA	ENSG00000171471
ENSG00000111412	ENSG00000111412	TRUE	SPRING1	SPRING1
ENSG00000135119	ENSG00000135119	TRUE	RNFT2	RNFT2
ENSG00000135116	ENSG00000135116	TRUE	HRK	HRK
ENSG00000174989	ENSG00000174989	TRUE	FBXW8	FBXW8
ENSG00000257279	ENSG00000257279	TRUE	LOC100506551	LOC100506551
ENSG00000135108	ENSG00000135108	TRUE	FBXO21	FBXO21
ENSG00000111445	ENSG00000111445	TRUE	RFC5	RFC5
ENSG00000176871	ENSG00000176871	TRUE	WSB2	WSB2
ENSG00000176834	ENSG00000176834	TRUE	VSIG10	VSIG10
ENSG00000089220	ENSG00000089220	TRUE	PEBP1	PEBP1
ENSG00000135090	ENSG00000135090	TRUE	TAOK3	TAOK3
ENSG00000240342	ENSG00000240342	TRUE	RPS2P5	RPS2P5
ENSG00000270482	ENSG00000270482	TRUE	LOC124903031	LOC124903031
ENSG00000111707	ENSG00000111707	TRUE	SUDS3	SUDS3
ENSG00000152137	ENSG00000152137	TRUE	HSPB8	HSPB8
ENSG00000213144	ENSG00000213144	TRUE	NA	ENSG00000213144
ENSG00000111725	ENSG00000111725	TRUE	PRKAB1	PRKAB1
ENSG00000122966	ENSG00000122966	TRUE	CIT	CIT
ENSG00000255692	ENSG00000255692	TRUE	NA	ENSG00000255692
ENSG00000135127	ENSG00000135127	TRUE	BICDL1	BICDL1
ENSG00000111737	ENSG00000111737	TRUE	RAB35	RAB35
ENSG00000089154	ENSG00000089154	TRUE	GCN1	GCN1
ENSG00000089157	ENSG00000089157	TRUE	RPLP0	RPLP0
ENSG00000255857	ENSG00000255857	TRUE	PXN-AS1	PXN-AS1
ENSG00000089159	ENSG00000089159	TRUE	PXN	PXN
ENSG00000240925	ENSG00000240925	TRUE	RPS20P31	RPS20P31
ENSG00000123009	ENSG00000123009	TRUE	NA	ENSG00000123009
ENSG00000202538	ENSG00000202538	TRUE	RNU4-2	RNU4-2
ENSG00000200795	ENSG00000200795	TRUE	RNU4-1	RNU4-1
ENSG00000089163	ENSG00000089163	TRUE	SIRT4	SIRT4
ENSG00000111775	ENSG00000111775	TRUE	COX6A1	COX6A1
ENSG00000170855	ENSG00000170855	TRUE	TRIAP1	TRIAP1
ENSG00000257218	ENSG00000257218	TRUE	GATC	GATC
ENSG00000219355	ENSG00000219355	TRUE	RPL31P52	RPL31P52
ENSG00000111786	ENSG00000111786	TRUE	SRSF9	SRSF9
ENSG00000088986	ENSG00000088986	TRUE	DYNLL1	DYNLL1
ENSG00000248008	ENSG00000248008	TRUE	NRAV	NRAV
ENSG00000110871	ENSG00000110871	TRUE	COQ5	COQ5
ENSG00000241030	ENSG00000241030	TRUE	NA	ENSG00000241030
ENSG00000022840	ENSG00000022840	TRUE	RNF10	RNF10
ENSG00000167272	ENSG00000167272	TRUE	POP5	POP5
ENSG00000157782	ENSG00000157782	TRUE	CABP1	CABP1
ENSG00000110917	ENSG00000110917	TRUE	MLEC	MLEC
ENSG00000175970	ENSG00000175970	TRUE	UNC119B	UNC119B
ENSG00000122971	ENSG00000122971	TRUE	ACADS	ACADS
ENSG00000157837	ENSG00000157837	TRUE	SPPL3	SPPL3
ENSG00000213137	ENSG00000213137	TRUE	NA	ENSG00000213137
ENSG00000135100	ENSG00000135100	TRUE	HNF1A	HNF1A
ENSG00000271769	ENSG00000271769	TRUE	NA	ENSG00000271769
ENSG00000157895	ENSG00000157895	TRUE	C12orf43	C12orf43
ENSG00000135114	ENSG00000135114	TRUE	OASL	OASL
ENSG00000089041	ENSG00000089041	TRUE	P2RX7	P2RX7
ENSG00000261827	ENSG00000261827	TRUE	NA	ENSG00000261827
ENSG00000135124	ENSG00000135124	TRUE	P2RX4	P2RX4
ENSG00000110931	ENSG00000110931	TRUE	CAMKK2	CAMKK2
ENSG00000089053	ENSG00000089053	TRUE	ANAPC5	ANAPC5
ENSG00000170633	ENSG00000170633	TRUE	RNF34	RNF34
ENSG00000089094	ENSG00000089094	TRUE	KDM2B	KDM2B
ENSG00000256742	ENSG00000256742	TRUE	NA	ENSG00000256742
